action_key,mean,std,min,max,range,max_abs_deviation_from_mean
action_values.0,-9.439732551574707,0.0,-9.439732551574707,-9.439732551574707,0.0,0.0
action_values.1,83.36236572265625,0.0,83.36236572265625,83.36236572265625,0.0,0.0
action_values.2,-1.4142532348632812,0.0,-1.4142532348632812,-1.4142532348632812,0.0,0.0
action_values.3,-89.79798126220703,0.0,-89.79798126220703,-89.79798126220703,0.0,0.0
action_values.4,-4.75871467590332,0.0,-4.75871467590332,-4.75871467590332,0.0,0.0
action_values.5,61.687965393066406,0.0,61.687965393066406,61.687965393066406,0.0,0.0
