trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
1,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
2,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
3,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
4,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
5,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
6,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
7,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
8,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
9,True,2,1,1,debug_runs/20260603_164150_HIGH_current/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,-9.439732551574707,83.36236572265625,-1.4142532348632812,-89.79798126220703,-4.75871467590332,61.687965393066406,0.2558328560021522
