episode_idx,chunk_step,trace_step,pred_fk_z,pred_mapped_shoulder_pan,pred_mapped_shoulder_lift,pred_mapped_elbow_flex,pred_mapped_wrist_flex,pred_mapped_wrist_roll,pred_mapped_gripper,actual_trace_step,actual_fk_z,pred_minus_actual_fk_z,actual_shoulder_pan,pred_minus_actual_shoulder_pan,actual_shoulder_lift,pred_minus_actual_shoulder_lift,actual_elbow_flex,pred_minus_actual_elbow_flex,actual_wrist_flex,pred_minus_actual_wrist_flex,actual_wrist_roll,pred_minus_actual_wrist_roll,actual_gripper,pred_minus_actual_gripper
0,0,100,0.1273651760331151,-4.698674182114664,66.8799734921026,-43.767558262513404,100.0,-2.8016274431026287,21.008033991980522,104,0.1261879153374123,0.0011772606957027865,-4.468864440917969,-0.2298097411966955,67.31771087646484,-0.43773738436225074,-43.12480926513672,-0.6427489973766853,100.0,0.0,-3.443223476409912,0.6415960333072834,20.967741012573242,0.040292979407279716
0,1,101,0.12900464919849075,-4.397299401769878,67.38695880034308,-44.04360623348108,100.0,-2.7866328283830595,20.794237316720842,105,0.12680686456287993,0.002197784635610822,-4.371184349060059,-0.02611505270981951,67.70833587646484,-0.32137707612176314,-43.12480926513672,-0.9187969683443598,100.0,0.0,-3.1990232467651367,0.41239041838207724,20.967741012573242,-0.1735036958523999
0,2,102,0.12939450871877795,-4.0786012446363165,68.24341876097952,-43.71532361700971,100.0,-2.467087653206518,20.969646396018,106,0.1284711435182063,0.0009233652005716519,-4.175824165344238,0.09722292070792182,68.75,-0.5065812390204769,-43.12480926513672,-0.5905143518729901,100.0,0.0,-3.0036630630493164,0.5365754098427984,20.967741012573242,0.0019053834447575468
0,3,103,0.13380102710165487,-4.1114147220638655,68.34958408676387,-45.135559227383354,100.0,-2.337874501540972,20.568473806114792,107,0.12991560926709805,0.0038854178345568147,-4.029304027557373,-0.08211069450649244,69.66146087646484,-1.3118767897009747,-43.12480926513672,-2.010749962246635,100.0,0.0,-2.661782741546631,0.32390824000565877,20.967741012573242,-0.3992672064584504
0,4,104,0.13839799929610083,-3.766824246383388,69.72151295492422,-45.93501288893792,100.0,-2.0209292303911313,20.95812158689855,108,0.13135523961624676,0.0070427596798540715,-3.7851037979125977,0.01827955152920957,70.57291412353516,-0.8514011686109342,-43.12480926513672,-2.8102036238012005,100.0,0.0,-2.3199024200439453,0.29897318965281405,20.967741012573242,-0.00961942567469265
0,5,105,0.13895733541209004,-3.5808672407057465,70.52868079702917,-45.69655204877306,100.0,-1.5236327761160235,20.376425042786668,109,0.13237664815173056,0.006580687260359486,-3.5409035682678223,-0.0399636724379242,71.22396087646484,-0.6952800794356762,-43.12480926513672,-2.5717427836363385,100.0,0.0,-1.9780219793319702,0.45438920321594667,20.967741012573242,-0.5913159697865744
0,6,106,0.1406017565707016,-3.5104033369125074,71.0279797236494,-45.97897291217503,100.0,-1.3915961145165352,20.460813277898183,110,0.1329808298123977,0.007620926758303892,-3.247863292694092,-0.2625400442184156,71.61458587646484,-0.5866061528154489,-43.12480926513672,-2.8541636470383125,100.0,0.0,-1.5873016119003296,0.1957054973837944,20.967741012573242,-0.5069277346750596
0,7,107,0.14131513197572718,-3.031360369559043,71.57710475421702,-45.93167087842383,100.0,-0.8504971130717467,20.888333511297297,111,0.13358602963974908,0.007729102335978094,-2.759462833404541,-0.2718975361545022,72.00521087646484,-0.42810612224782574,-43.12480926513672,-2.8068616132871114,100.0,0.0,-1.245421290397644,0.39492417732589735,20.967741012573242,-0.07940750127594498
0,8,108,0.14100957634788658,-2.792737162948106,71.76401469162086,-45.73628212146409,100.0,-0.4762925131005431,20.90660503651186,112,0.13449989583078353,0.006509680517103045,-2.17338228225708,-0.6193548806910258,72.13541412353516,-0.37139943191429836,-43.3665771484375,-2.369704973026593,100.0,0.0,-0.8547008633613586,0.37840835026081554,20.967741012573242,-0.06113597606138299
0,9,109,0.1432456052171922,-2.286150092411804,72.20131114262716,-46.25138172734233,100.0,-0.14236621193461935,20.891816545025215,113,0.13557226550956386,0.007673339707628346,-1.5873016119003296,-0.6988484805114745,72.13541412353516,0.06589701909200585,-43.729225158691406,-2.522156568650921,100.0,0.0,-0.5128205418586731,0.37045432992405375,20.967741012573242,-0.07592446754802751
0,10,110,0.14243485167826694,-1.65458198618242,72.26622421480376,-45.95232072790785,100.0,0.157933552261181,21.311951949279827,114,0.136287118473163,0.00614773320510395,-0.8058608174324036,-0.8487211687500165,72.13541412353516,0.1308100912686001,-43.97098922729492,-1.9813315006129315,100.0,0.0,-0.2686202824115753,0.4265538346727563,20.967741012573242,0.34421093670658465
0,11,111,0.14279803493143933,-1.1247366957276734,72.15965275926648,-46.13189785980982,100.0,0.36042617404939337,21.227347686313053,115,0.13741352234642062,0.005384512585018708,0.02442002482712269,-1.1491567205547961,72.39583587646484,-0.23618311719836527,-44.21275329589844,-1.9191445639113809,100.0,0.0,0.02442002482712269,0.3360061492222707,20.967741012573242,0.2596066737398104
0,12,112,0.14383412678425933,-0.021208969940116125,72.20270251307701,-46.455572976430176,100.0,0.5727967409616261,21.228954047288077,116,0.13854042089138363,0.0052937058928757,0.8058608174324036,-0.8270697873725197,72.65625,-0.45354748692298585,-44.45451736450195,-2.001055611928223,100.0,0.0,0.3174603283405304,0.25533641262109574,20.967741012573242,0.26121303471483515
0,13,113,0.14587386641540742,0.7026316818638544,72.74590857854174,-46.848140353721206,100.0,0.8400073989326976,20.804060491041923,117,0.13873681560576925,0.007137050809638168,1.5384615659713745,-0.8358298841075201,72.78646087646484,-0.040552297923099445,-44.45451736450195,-2.393622989219253,100.0,0.0,0.5616605877876282,0.27834681114506943,20.967741012573242,-0.16368052153131885
0,14,114,0.14593803902436986,1.3246946702631217,73.44641471405322,-46.50506689364616,100.0,1.1446835806858728,21.160829940089922,118,0.13851872797169346,0.007419311052676403,2.3687424659729004,-1.0440477957097787,72.65625,0.7901647140532191,-44.45451736450195,-2.050549529144206,100.0,0.0,0.8547008633613586,0.2899827173245142,20.967741012573242,0.19308892751667983
0,15,115,0.14460847563146334,1.8937564870098516,73.10240025055776,-46.24724965994938,100.0,1.2663446084260181,20.62671048455287,119,0.13829863049934232,0.006309845132121017,3.247863292694092,-1.3541068056842402,72.52603912353516,0.5763611270226079,-44.45451736450195,-1.7927322954474292,100.0,0.0,1.196581244468689,0.06976336395732918,20.967741012573242,-0.34103052802037226
0,16,116,0.14407703874999528,2.8383743860662602,72.00782791996295,-46.65460088919029,100.0,1.7041855310185903,20.767734576303212,120,0.13766530919831166,0.00641172955168362,3.980463981628418,-1.1420895955621577,72.13541412353516,-0.12758620357220707,-44.45451736450195,-2.2000835246883383,100.0,0.0,1.5384615659713745,0.16572396504721576,20.967741012573242,-0.20000643627003
0,17,117,0.14455986339976515,3.9252472641182017,71.27295117387948,-47.210912798364134,100.0,2.2013229030522323,20.95366365823406,121,0.13640969196180597,0.00815017143795918,4.664224624633789,-0.7389773605155874,71.35416412353516,-0.08121294965567927,-44.45451736450195,-2.756395433862181,100.0,0.0,1.88034188747406,0.32098101557817227,20.967741012573242,-0.014077354339182335
0,18,118,0.1446176212055848,4.401755706008507,70.55371042328379,-47.61686220101912,100.0,2.5047545203635657,20.796570417557675,122,0.1349445074428217,0.009673113762763114,5.396825313568115,-0.9950696075596079,70.44271087646484,0.1109995468189453,-44.45451736450195,-3.162344836517164,100.0,0.0,2.17338228225708,0.33137223810648564,20.967741012573242,-0.17117059501556753
0,19,119,0.14383188916154233,5.2813582130549275,69.79328510737251,-47.76617246364181,100.0,2.7673423146343463,20.753786931699356,123,0.1336813052203684,0.010150583941173935,6.080585956573486,-0.7992277435185589,69.66146087646484,0.13182423090766804,-44.45451736450195,-3.3116550991398555,100.0,0.0,2.5152626037597656,0.2520797108745807,20.967741012573242,-0.21395408087388645
0,20,120,0.14120201716862552,5.978424982472517,68.54470687028251,-47.569507729864455,100.0,3.18355170682538,20.85196993016331,124,0.13265424942206155,0.008547767746563961,6.666666507720947,-0.6882415252484302,69.140625,-0.5959181297174894,-44.39407730102539,-3.1754304288390642,100.0,0.0,2.808302879333496,0.37524882749188393,20.967741012573242,-0.11577108240993184
0,21,121,0.14098912386294418,6.507934831412914,68.0552001832607,-47.767060403673796,100.0,3.504525310340934,21.1007697649864,125,0.13177550919754322,0.009213614665400965,7.350427150726318,-0.8424923193134042,68.48958587646484,-0.434385693204149,-44.45451736450195,-3.3125430391718425,100.0,0.0,3.1501832008361816,0.3543421095047523,20.967741012573242,0.13302875241315704
0,22,122,0.14003176906370512,7.064579427189866,67.96401653280664,-47.50037775296474,100.0,3.672774708795842,20.882060948648604,126,0.13029390136024513,0.009737867703459996,8.180707931518555,-1.1161285043286888,67.578125,0.3858915328066388,-44.45451736450195,-3.045860388462785,100.0,0.0,3.492063522338867,0.18071118645697481,20.967741012573242,-0.085680063924638
0,23,123,0.14050552081320514,7.794074563636776,67.24172228814263,-48.05414120433024,100.0,4.0776069227932545,20.748583429975426,127,0.128598847243098,0.011906673570107135,8.913309097290039,-1.1192345336532634,66.53646087646484,0.7052614116777818,-44.45451736450195,-3.59962383982829,100.0,0.0,3.7851037979125977,0.2925031248806569,20.967741012573242,-0.21915758259781626
0,24,124,0.13607941193679482,8.80477938436866,66.14089255098416,-47.182586113013016,100.0,4.340389315871973,20.727103614151428,128,0.1271113946902648,0.008968017246530013,9.548229217529297,-0.7434498331606374,65.625,0.5158925509841623,-44.45451736450195,-2.7280687485110633,100.0,0.0,4.029304027557373,0.31108528831460003,20.967741012573242,-0.2406373984218142
0,25,125,0.13266771778392147,9.432595018190854,65.04986257434545,-46.642152249608,100.0,4.557735171320936,20.87565323011098,129,0.1256562187704919,0.007011499013429567,10.134309768676758,-0.7017147504859036,64.84375,0.20611257434545394,-44.39407730102539,-2.2480749485826124,100.0,0.0,4.175824165344238,0.3819110059766979,20.967741012573242,-0.09208778246226146
0,26,126,0.13159624679902462,9.821024521929827,64.39420369284731,-46.64382675069194,100.0,4.573684964696366,20.66862764331983,130,0.12480036847249841,0.006795878326526214,10.573870658874512,-0.7528461369446848,64.32291412353516,0.07128956931215669,-44.39407730102539,-2.2497494496665524,100.0,0.0,4.371184349060059,0.20250061563630783,20.967741012573242,-0.29911336925341203
0,27,127,0.1293354705581313,10.392718554124595,63.94191804558936,-46.13647389721876,100.0,4.723931689393521,20.66798288325951,131,0.12415937739599883,0.005176093162132467,10.915750503540039,-0.5230319494154436,63.93229293823242,0.009625107356939111,-44.39407730102539,-1.742396596193366,100.0,0.0,4.468864440917969,0.2550672484755525,20.967741012573242,-0.2997581293137337
0,28,128,0.1268740163479695,10.851795571748873,63.12710894739226,-45.76247285658079,100.0,5.005234772775064,20.661056697869256,132,0.12262876406463294,0.004245252283336554,11.159951210021973,-0.30815563827309944,62.890625,0.23648394739225864,-44.45451736450195,-1.3079554920788397,100.0,0.0,4.615384578704834,0.38985019407023014,20.967741012573242,-0.30668431470398616
