condition,episode,episode_idx,save_idx,raw_chunk_id,path,high_low_projection_score,dist_to_high_proto,dist_to_low_proto,dist_to_baseline_proto,prototype_label,is_lift_chunk
high,episode_000003,3,0,0,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt,-0.9268404841423035,0.12381687760353088,0.847676694393158,0.6333341002464294,high_like,1
high,episode_000003,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,1.9666564464569092,0.14674338698387146,1.4512367248535156,1.0414878129959106,high_like,0
high,episode_000003,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-0.46245086193084717,1.4759260416030884,1.3776267766952515,1.1917668581008911,low_like,1
high,episode_000003,3,3,3,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt,-2.477100372314453,1.6460590362548828,1.448803424835205,0.9469960331916809,low_like,1
high,episode_000004,4,0,0,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt,-0.9636130928993225,0.12389811128377914,0.8134483098983765,0.5903791189193726,high_like,1
high,episode_000004,4,1,1,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,1.9514456987380981,0.26918724179267883,1.4532541036605835,1.0582164525985718,high_like,0
high,episode_000004,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-0.45269373059272766,1.1588741540908813,1.0419379472732544,0.8247969746589661,low_like,1
high,episode_000004,4,3,3,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt,-1.8538076877593994,1.2347887754440308,1.5901862382888794,0.8838001489639282,high_like,1
high,episode_000004,4,4,4,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt,-1.6192291975021362,2.6042978763580322,0.5281587839126587,0.49630481004714966,low_like,0
high,episode_000005,5,0,0,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-1.0350359678268433,0.07438188791275024,0.7358037829399109,0.5371543169021606,high_like,1
high,episode_000005,5,1,1,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,2.056480884552002,0.09057299792766571,1.535872220993042,1.1177767515182495,high_like,0
high,episode_000005,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,1.0645629167556763,1.2789294719696045,2.2311034202575684,2.122108221054077,high_like,1
high,episode_000005,5,3,3,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt,-0.9693995118141174,1.118532657623291,2.1321165561676025,2.113083600997925,high_like,1
high,episode_000005,5,4,4,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt,2.2894287109375,1.3638169765472412,4.101840972900391,3.540076494216919,high_like,0
high,episode_000006,6,0,0,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt,-0.991320013999939,0.06422034651041031,0.7794973254203796,0.5731080770492554,high_like,1
high,episode_000006,6,1,1,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,1.999505877494812,0.13614003360271454,1.4833812713623047,1.0632303953170776,high_like,0
high,episode_000006,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,1.0810655355453491,1.378407597541809,2.298112392425537,2.1920812129974365,high_like,1
high,episode_000006,6,3,3,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt,-1.3393843173980713,0.8818017840385437,1.7646632194519043,1.8515630960464478,high_like,1
high,episode_000006,6,4,4,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt,2.122025966644287,1.1884405612945557,3.9316694736480713,3.360630750656128,high_like,0
high,episode_000007,7,0,0,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt,-1.063107967376709,0.11881197988986969,0.7117377519607544,0.5207176208496094,high_like,1
high,episode_000007,7,1,1,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt,1.8794997930526733,0.16166400909423828,1.3610470294952393,0.9405693411827087,high_like,0
