trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,task,lift_eef_z,predicted_action_eef_z
0,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
1,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
2,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
3,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
4,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
5,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
6,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
7,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
8,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
9,True,6,0,2,/tmp/chunk2_replay_high_episode_000006/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-7.568052291870117,69.22032928466797,-55.67181396484375,-88.46513366699219,-3.7112722396850586,15.444103240966797,Put the red cube in the box.,0.10335291502877579,0.29509173305587005
