predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.2941659461957339,5.551115123125783e-17,0.29416594619573394,0.29416594619573394,0.0
