trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
1,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
2,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
3,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
4,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
5,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
6,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
7,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
8,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
9,True,4,0,2,/tmp/chunk2_replay_high_episode_000004/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-8.171819686889648,69.60887908935547,-53.91447067260742,-87.77435302734375,-3.5203986167907715,14.656940460205078,0.29416594619573394
