action_key,mean,std,min,max,range,max_abs_deviation_from_mean
action_values.0,-8.171819686889648,0.0,-8.171819686889648,-8.171819686889648,0.0,0.0
action_values.1,69.60887908935547,0.0,69.60887908935547,69.60887908935547,0.0,0.0
action_values.2,-53.91447067260742,0.0,-53.91447067260742,-53.91447067260742,0.0,0.0
action_values.3,-87.77435302734375,0.0,-87.77435302734375,-87.77435302734375,0.0,0.0
action_values.4,-3.5203986167907715,0.0,-3.5203986167907715,-3.5203986167907715,0.0,0.0
action_values.5,14.656940460205078,0.0,14.656940460205078,14.656940460205078,0.0,0.0
