trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
1,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
2,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
3,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
4,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
5,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
6,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
7,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
8,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
9,True,5,0,2,/tmp/chunk2_replay_high_episode_000005/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
