trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
1,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
2,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
3,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
4,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
5,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
6,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
7,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
8,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
9,0,True,-5.9082536697387695,67.08221435546875,-69.81089782714844,-88.78104400634766,-2.8031458854675293,15.338249206542969,0.2915370508582313
