trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
0,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
1,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
1,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
2,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
2,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
3,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
3,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
4,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
4,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
5,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
5,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
6,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
6,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
7,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
7,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
8,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
8,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
9,False,0,0,0,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,-8.639911651611328,84.08891296386719,2.887205123901367,-88.1953125,-5.088497161865234,55.501220703125,0.2490810710787252
9,True,0,1,1,debug_runs/20260603_164150_HIGH_current/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,-8.922499656677246,81.23582458496094,0.7102222442626953,-89.3306655883789,-5.209644317626953,56.20735168457031,0.2503479084685353
