trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
1,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
2,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
3,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
4,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
5,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
6,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
7,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
8,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
9,0,True,-7.582491874694824,68.88020324707031,-54.256649017333984,-88.44374084472656,-4.126534461975098,15.312150955200195,0.2950178039549693
