predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.25290986615920075,5.551115123125783e-17,0.2529098661592008,0.2529098661592008,0.0
