trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
0,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
1,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
1,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
2,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
2,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
3,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
3,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
4,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
4,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
5,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
5,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
6,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
6,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
7,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
7,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
8,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
8,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
9,0,False,-8.7593994140625,87.40180969238281,3.1697254180908203,-88.59778594970703,-4.874249458312988,59.152313232421875,0.25135531708428116
9,1,True,-9.091296195983887,84.32584381103516,0.7728347778320312,-89.88243103027344,-4.985431671142578,60.38507843017578,0.2529098661592008
