condition,condition_root,episode,episode_idx,save_idx,raw_chunk_id,eef_z,path,filename,task,metadata_intervention,state_dim,num_action_dims,num_obs_dims,eef_z_start,eef_z_delta_from_start,eef_z_min,eef_z_max,eef_z_range,eef_z_norm_in_episode,peak_chunk,eef_height_phase
high,debug_runs/20260529_112158_high,episode_000003,3,3,3,0.05791663657022248,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015609547102486479,0.042307089467736,0.005950528071575936,0.07158760308163686,0.06563707501006093,0.7917188340687198,2,high_height
high,debug_runs/20260529_112158_high,episode_000004,4,0,0,0.015992838514547136,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015992838514547136,0.0,0.008330541831449587,0.07887344831233473,0.07054290648088514,0.10861895356089114,2,low_height
high,debug_runs/20260529_112158_high,episode_000004,4,1,1,0.008330541831449587,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015992838514547136,-0.00766229668309755,0.008330541831449587,0.07887344831233473,0.07054290648088514,0.0,2,low_height
high,debug_runs/20260529_112158_high,episode_000004,4,2,2,0.07887344831233473,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015992838514547136,0.06288060979778759,0.008330541831449587,0.07887344831233473,0.07054290648088514,1.0,2,near_peak
high,debug_runs/20260529_112158_high,episode_000004,4,3,3,0.06450514068847979,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015992838514547136,0.04851230217393265,0.008330541831449587,0.07887344831233473,0.07054290648088514,0.7963181793799737,2,high_height
high,debug_runs/20260529_112158_high,episode_000004,4,4,4,0.01865306852943023,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015992838514547136,0.0026602300148830943,0.008330541831449587,0.07887344831233473,0.07054290648088514,0.1463297617426313,2,low_height
high,debug_runs/20260529_112158_high,episode_000005,5,0,0,0.015705094891312374,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.0,0.006371517327557752,0.11005045183422023,0.10367893450666248,0.09002385690175896,2,low_height
high,debug_runs/20260529_112158_high,episode_000005,5,1,1,0.006371517327557752,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,-0.009333577563754622,0.006371517327557752,0.11005045183422023,0.10367893450666248,0.0,2,low_height
high,debug_runs/20260529_112158_high,episode_000005,5,2,2,0.11005045183422023,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.09434535694290785,0.006371517327557752,0.11005045183422023,0.10367893450666248,1.0,2,near_peak
high,debug_runs/20260529_112158_high,episode_000005,5,3,3,0.0748396460311398,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.05913455113982742,0.006371517327557752,0.11005045183422023,0.10367893450666248,0.660386114396095,2,high_height
high,debug_runs/20260529_112158_high,episode_000005,5,4,4,0.07266307386008036,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.05695797896876799,0.006371517327557752,0.11005045183422023,0.10367893450666248,0.6393927257061334,2,high_height
high,debug_runs/20260529_112158_high,episode_000006,6,0,0,0.01570509489131229,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.01570509489131229,0.0,0.007822462762910626,0.10936583204902864,0.10154336928611801,0.07762823100926294,2,low_height
high,debug_runs/20260529_112158_high,episode_000006,6,1,1,0.007822462762910626,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.01570509489131229,-0.007882632128401665,0.007822462762910626,0.10936583204902864,0.10154336928611801,0.0,2,low_height
high,debug_runs/20260529_112158_high,episode_000006,6,2,2,0.10936583204902864,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.01570509489131229,0.09366073715771635,0.007822462762910626,0.10936583204902864,0.10154336928611801,1.0,2,near_peak
high,debug_runs/20260529_112158_high,episode_000006,6,3,3,0.08219546221564826,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.01570509489131229,0.06649036732433597,0.007822462762910626,0.10936583204902864,0.10154336928611801,0.7324259572594777,2,high_height
high,debug_runs/20260529_112158_high,episode_000006,6,4,4,0.07280699312948177,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.01570509489131229,0.05710189823816948,0.007822462762910626,0.10936583204902864,0.10154336928611801,0.6399682305544216,2,high_height
high,debug_runs/20260529_112158_high,episode_000007,7,0,0,0.015617716538413401,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015617716538413401,0.0,0.008607450359543425,0.10251846289148103,0.09391101253193761,0.07464796715386172,2,low_height
high,debug_runs/20260529_112158_high,episode_000007,7,1,1,0.008607450359543425,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015617716538413401,-0.0070102661788699755,0.008607450359543425,0.10251846289148103,0.09391101253193761,0.0,2,low_height
high,debug_runs/20260529_112158_high,episode_000007,7,2,2,0.10251846289148103,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015617716538413401,0.08690074635306763,0.008607450359543425,0.10251846289148103,0.09391101253193761,1.0,2,near_peak
high,debug_runs/20260529_112158_high,episode_000007,7,3,3,0.08618398810163744,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015617716538413401,0.07056627156322404,0.008607450359543425,0.10251846289148103,0.09391101253193761,0.8260643310145495,2,high_height
high,debug_runs/20260529_112158_high,episode_000007,7,4,4,0.0733410925027537,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015617716538413401,0.057723375964340295,0.008607450359543425,0.10251846289148103,0.09391101253193761,0.6893083185658915,2,high_height
high,debug_runs/20260529_112158_high,episode_000008,8,0,0,0.016185463094568114,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.016185463094568114,0.0,0.0061969667794369715,0.07599556886890238,0.06979860208946541,0.14310453241353227,2,low_height
high,debug_runs/20260529_112158_high,episode_000008,8,1,1,0.0061969667794369715,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.016185463094568114,-0.009988496315131143,0.0061969667794369715,0.07599556886890238,0.06979860208946541,0.0,2,low_height
high,debug_runs/20260529_112158_high,episode_000008,8,2,2,0.07599556886890238,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.016185463094568114,0.059810105774334266,0.0061969667794369715,0.07599556886890238,0.06979860208946541,1.0,2,near_peak
high,debug_runs/20260529_112158_high,episode_000008,8,3,3,0.05779382130225648,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.016185463094568114,0.041608358207688365,0.0061969667794369715,0.07599556886890238,0.06979860208946541,0.7392247549124904,2,high_height
high,debug_runs/20260529_112158_high,episode_000008,8,4,4,0.018336017596751422,debug_runs/20260529_112158_high/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.016185463094568114,0.002150554502183308,0.0061969667794369715,0.07599556886890238,0.06979860208946541,0.17391538589490718,2,low_height
high,debug_runs/20260529_112158_high,episode_000009,9,0,0,0.015705094891312374,debug_runs/20260529_112158_high/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.0,0.006699773602834649,0.10827715725727435,0.1015773836544397,0.08865478676939838,2,low_height
high,debug_runs/20260529_112158_high,episode_000009,9,1,1,0.006699773602834649,debug_runs/20260529_112158_high/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,-0.009005321288477725,0.006699773602834649,0.10827715725727435,0.1015773836544397,0.0,2,low_height
high,debug_runs/20260529_112158_high,episode_000009,9,2,2,0.10827715725727435,debug_runs/20260529_112158_high/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.09257206236596198,0.006699773602834649,0.10827715725727435,0.1015773836544397,1.0,2,near_peak
high,debug_runs/20260529_112158_high,episode_000009,9,3,3,0.07784619659030438,debug_runs/20260529_112158_high/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.06214110169899201,0.006699773602834649,0.10827715725727435,0.1015773836544397,0.7004159826512729,2,high_height
high,debug_runs/20260529_112158_high,episode_000009,9,4,4,0.06622196247097051,debug_runs/20260529_112158_high/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.050516867579658134,0.006699773602834649,0.10827715725727435,0.1015773836544397,0.5859787555724693,2,high_height
high,debug_runs/20260529_112158_high,episode_000009,9,5,5,0.017497976367441076,debug_runs/20260529_112158_high/episode_000009/debug_chunk_rawid_5_005_observation_frame.pt,debug_chunk_rawid_5_005_observation_frame.pt,Put the red cube in the box.,high,6,6,2310,0.015705094891312374,0.001792881476128702,0.006699773602834649,0.10827715725727435,0.1015773836544397,0.10630518700246581,2,low_height
low,debug_runs/20260529_112911_low,episode_000000,0,0,0,0.014901075721451287,debug_runs/20260529_112911_low/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.014901075721451287,0.0,0.014901075721451287,0.061227668286057586,0.0463265925646063,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000000,0,1,1,0.025928982763113534,debug_runs/20260529_112911_low/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.014901075721451287,0.011027907041662247,0.014901075721451287,0.061227668286057586,0.0463265925646063,0.2380470142776616,2,mid_height
low,debug_runs/20260529_112911_low,episode_000000,0,2,2,0.061227668286057586,debug_runs/20260529_112911_low/episode_000000/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.014901075721451287,0.0463265925646063,0.014901075721451287,0.061227668286057586,0.0463265925646063,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000000,0,3,3,0.04237928704507958,debug_runs/20260529_112911_low/episode_000000/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.014901075721451287,0.027478211323628293,0.014901075721451287,0.061227668286057586,0.0463265925646063,0.5931412133389183,2,high_height
low,debug_runs/20260529_112911_low,episode_000000,0,4,4,0.018600829373966662,debug_runs/20260529_112911_low/episode_000000/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.014901075721451287,0.003699753652515375,0.014901075721451287,0.061227668286057586,0.0463265925646063,0.07986241697693953,2,low_height
low,debug_runs/20260529_112911_low,episode_000001,1,0,0,0.0159048328660929,debug_runs/20260529_112911_low/episode_000001/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0159048328660929,0.0,0.0159048328660929,0.05561973423298172,0.03971490136688882,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000001,1,1,1,0.022395955693280498,debug_runs/20260529_112911_low/episode_000001/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0159048328660929,0.006491122827187598,0.0159048328660929,0.05561973423298172,0.03971490136688882,0.16344300511342547,2,low_height
low,debug_runs/20260529_112911_low,episode_000001,1,2,2,0.05561973423298172,debug_runs/20260529_112911_low/episode_000001/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0159048328660929,0.03971490136688882,0.0159048328660929,0.05561973423298172,0.03971490136688882,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000001,1,3,3,0.046340471039572305,debug_runs/20260529_112911_low/episode_000001/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0159048328660929,0.030435638173479405,0.0159048328660929,0.05561973423298172,0.03971490136688882,0.7663531099400956,2,high_height
low,debug_runs/20260529_112911_low,episode_000001,1,4,4,0.017832729774952816,debug_runs/20260529_112911_low/episode_000001/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0159048328660929,0.0019278969088599163,0.0159048328660929,0.05561973423298172,0.03971490136688882,0.04854341424771222,2,low_height
low,debug_runs/20260529_112911_low,episode_000002,2,0,0,0.015729100729455547,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.015729100729455547,0.0,0.015729100729455547,0.05895351151225895,0.0432244107828034,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000002,2,1,1,0.017787247994019817,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.015729100729455547,0.0020581472645642696,0.015729100729455547,0.05895351151225895,0.0432244107828034,0.04761539202711566,2,low_height
low,debug_runs/20260529_112911_low,episode_000002,2,2,2,0.05895351151225895,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.015729100729455547,0.0432244107828034,0.015729100729455547,0.05895351151225895,0.0432244107828034,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000002,2,3,3,0.04646544672604187,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.015729100729455547,0.030736345996586326,0.015729100729455547,0.05895351151225895,0.0432244107828034,0.7110876803163877,2,high_height
low,debug_runs/20260529_112911_low,episode_000002,2,4,4,0.021357915079931164,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.015729100729455547,0.005628814350475617,0.015729100729455547,0.05895351151225895,0.0432244107828034,0.13022304407478494,2,low_height
low,debug_runs/20260529_112911_low,episode_000003,3,0,0,0.01638680060594433,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.0,0.01638680060594433,0.057893852772143664,0.041507052166199335,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000003,3,1,1,0.01793611072795752,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.0015493101220131894,0.01638680060594433,0.057893852772143664,0.041507052166199335,0.037326431079941824,2,low_height
low,debug_runs/20260529_112911_low,episode_000003,3,2,2,0.057893852772143664,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.041507052166199335,0.01638680060594433,0.057893852772143664,0.041507052166199335,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000003,3,3,3,0.04697424573628736,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.030587445130343033,0.01638680060594433,0.057893852772143664,0.041507052166199335,0.7369216442513707,2,high_height
low,debug_runs/20260529_112911_low,episode_000003,3,4,4,0.01729265884527273,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.0009058582393283998,0.01638680060594433,0.057893852772143664,0.041507052166199335,0.02182420075752988,2,low_height
low,debug_runs/20260529_112911_low,episode_000004,4,0,0,0.01638680060594433,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.0,0.012984005785546995,0.05953757334668602,0.04655356756113902,0.07309417942950189,2,low_height
low,debug_runs/20260529_112911_low,episode_000004,4,1,1,0.012984005785546995,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,-0.003402794820397334,0.012984005785546995,0.05953757334668602,0.04655356756113902,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000004,4,2,2,0.05953757334668602,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.04315077274074169,0.012984005785546995,0.05953757334668602,0.04655356756113902,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000004,4,3,3,0.04193894105209762,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.02555214044615329,0.012984005785546995,0.05953757334668602,0.04655356756113902,0.6219702760378991,2,high_height
low,debug_runs/20260529_112911_low,episode_000004,4,4,4,0.017699384715382252,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01638680060594433,0.0013125841094379226,0.012984005785546995,0.05953757334668602,0.04655356756113902,0.1012893141571272,2,low_height
low,debug_runs/20260529_112911_low,episode_000005,5,0,0,0.016112919082529334,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.016112919082529334,0.0,0.016112919082529334,0.05669614900471827,0.040583229922188935,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000005,5,1,1,0.018218246733199953,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.016112919082529334,0.0021053276506706187,0.016112919082529334,0.05669614900471827,0.040583229922188935,0.05187678887824372,2,low_height
low,debug_runs/20260529_112911_low,episode_000005,5,2,2,0.05669614900471827,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.016112919082529334,0.040583229922188935,0.016112919082529334,0.05669614900471827,0.040583229922188935,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000005,5,3,3,0.04609078691883215,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.016112919082529334,0.029977867836302817,0.016112919082529334,0.05669614900471827,0.040583229922188935,0.7386762437041113,2,high_height
low,debug_runs/20260529_112911_low,episode_000005,5,4,4,0.01840597425049746,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.016112919082529334,0.0022930551679681277,0.016112919082529334,0.05669614900471827,0.040583229922188935,0.056502530044174645,2,low_height
low,debug_runs/20260529_112911_low,episode_000006,6,0,0,0.0163058147983154,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0163058147983154,0.0,0.0163058147983154,0.058801159247691276,0.042495344449375874,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000006,6,1,1,0.018097065204529944,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0163058147983154,0.0017912504062145423,0.0163058147983154,0.058801159247691276,0.042495344449375874,0.0421516857769781,2,low_height
low,debug_runs/20260529_112911_low,episode_000006,6,2,2,0.058801159247691276,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0163058147983154,0.042495344449375874,0.0163058147983154,0.058801159247691276,0.042495344449375874,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000006,6,3,3,0.04518669851074465,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0163058147983154,0.02888088371242925,0.0163058147983154,0.058801159247691276,0.042495344449375874,0.6796246526918885,2,high_height
low,debug_runs/20260529_112911_low,episode_000006,6,4,4,0.018194679706304076,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.0163058147983154,0.0018888649079886743,0.0163058147983154,0.058801159247691276,0.042495344449375874,0.04444874920919522,2,low_height
low,debug_runs/20260529_112911_low,episode_000007,7,0,0,0.01601673294158408,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01601673294158408,0.0,0.01601673294158408,0.05579792326218285,0.03978119032059877,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000007,7,1,1,0.024740732204591526,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01601673294158408,0.008723999263007445,0.01601673294158408,0.05579792326218285,0.03978119032059877,0.21929960347340696,2,mid_height
low,debug_runs/20260529_112911_low,episode_000007,7,2,2,0.05579792326218285,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01601673294158408,0.03978119032059877,0.01601673294158408,0.05579792326218285,0.03978119032059877,1.0,2,near_peak
low,debug_runs/20260529_112911_low,episode_000007,7,3,3,0.0463635847728748,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt,debug_chunk_rawid_3_003_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01601673294158408,0.030346851831290718,0.01601673294158408,0.05579792326218285,0.03978119032059877,0.762844238363,2,high_height
low,debug_runs/20260529_112911_low,episode_000007,7,4,4,0.01890018150888538,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt,debug_chunk_rawid_4_004_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01601673294158408,0.0028834485673013,0.01601673294158408,0.05579792326218285,0.03978119032059877,0.07248271215776682,2,low_height
low,debug_runs/20260529_112911_low,episode_000008,8,0,0,0.01637874012300619,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt,debug_chunk_rawid_0_000_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01637874012300619,0.0,0.01637874012300619,0.05576861973746922,0.03938987961446303,0.0,2,low_height
low,debug_runs/20260529_112911_low,episode_000008,8,1,1,0.02485912479951921,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt,debug_chunk_rawid_1_001_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01637874012300619,0.00848038467651302,0.01637874012300619,0.05576861973746922,0.03938987961446303,0.21529349060003786,2,mid_height
low,debug_runs/20260529_112911_low,episode_000008,8,2,2,0.05576861973746922,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt,debug_chunk_rawid_2_002_observation_frame.pt,Put the red cube in the box.,low,6,6,2310,0.01637874012300619,0.03938987961446303,0.01637874012300619,0.05576861973746922,0.03938987961446303,1.0,2,near_peak
