condition,episode,episode_idx,save_idx,action_key,action_dim,action_value,path
baseline,episode_000005,5,3,action_values.4,4,14.453560829162598,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000005,5,3,action_values.5,5,44.04890441894531,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000005,5,4,action_values.0,0,-7.708769798278809,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000005,5,4,action_values.1,1,101.62084197998047,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000005,5,4,action_values.2,2,17.797252655029297,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000005,5,4,action_values.3,3,-85.46981811523438,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000005,5,4,action_values.4,4,-5.437668323516846,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000005,5,4,action_values.5,5,48.457862854003906,debug_runs/20260529_110106_baseline/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000006,6,0,action_values.0,0,-13.004373550415039,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000006,6,0,action_values.1,1,101.0004653930664,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000006,6,0,action_values.2,2,12.924503326416016,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000006,6,0,action_values.3,3,-86.55794525146484,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000006,6,0,action_values.4,4,-9.23262882232666,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000006,6,0,action_values.5,5,48.50499725341797,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000006,6,1,action_values.0,0,-10.569910049438477,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000006,6,1,action_values.1,1,35.23552703857422,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000006,6,1,action_values.2,2,-28.363338470458984,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000006,6,1,action_values.3,3,-90.14871215820312,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000006,6,1,action_values.4,4,-8.216813087463379,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000006,6,1,action_values.5,5,47.28890609741211,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000006,6,2,action_values.0,0,-8.292171478271484,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000006,6,2,action_values.1,1,42.245216369628906,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000006,6,2,action_values.2,2,-45.01698684692383,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000006,6,2,action_values.3,3,-94.93450927734375,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000006,6,2,action_values.4,4,-7.7177934646606445,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000006,6,2,action_values.5,5,3.2897777557373047,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000006,6,3,action_values.0,0,13.185311317443848,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000006,6,3,action_values.1,1,19.724910736083984,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000006,6,3,action_values.2,2,-54.79584503173828,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000006,6,3,action_values.3,3,-95.51863098144531,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000006,6,3,action_values.4,4,12.54979133605957,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000006,6,3,action_values.5,5,34.303855895996094,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000006,6,4,action_values.0,0,-6.456948757171631,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000006,6,4,action_values.1,1,101.80389404296875,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000006,6,4,action_values.2,2,12.71269416809082,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000006,6,4,action_values.3,3,-89.48120880126953,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000006,6,4,action_values.4,4,-4.282071113586426,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000006,6,4,action_values.5,5,48.39118957519531,debug_runs/20260529_110106_baseline/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000007,7,0,action_values.0,0,-12.811575889587402,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000007,7,0,action_values.1,1,101.02166748046875,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000007,7,0,action_values.2,2,8.488855361938477,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000007,7,0,action_values.3,3,-87.62972259521484,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000007,7,0,action_values.4,4,-9.03946304321289,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000007,7,0,action_values.5,5,48.51396560668945,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000007,7,1,action_values.0,0,-10.514431953430176,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000007,7,1,action_values.1,1,35.90919494628906,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000007,7,1,action_values.2,2,-13.283210754394531,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000007,7,1,action_values.3,3,-73.09394073486328,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000007,7,1,action_values.4,4,-8.2243070602417,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000007,7,1,action_values.5,5,47.63752365112305,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000007,7,2,action_values.0,0,-1.0666224956512451,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000007,7,2,action_values.1,1,45.350929260253906,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000007,7,2,action_values.2,2,-46.310394287109375,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000007,7,2,action_values.3,3,-96.83258056640625,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000007,7,2,action_values.4,4,-1.6539256572723389,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000007,7,2,action_values.5,5,3.3552093505859375,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000007,7,3,action_values.0,0,13.306963920593262,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000007,7,3,action_values.1,1,24.93069076538086,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000007,7,3,action_values.2,2,-52.51105880737305,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000007,7,3,action_values.3,3,-95.34561920166016,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000007,7,3,action_values.4,4,13.631122589111328,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000007,7,3,action_values.5,5,45.858177185058594,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000007,7,4,action_values.0,0,-7.401597023010254,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000007,7,4,action_values.1,1,101.15673828125,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000007,7,4,action_values.2,2,17.234947204589844,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000007,7,4,action_values.3,3,-85.37813568115234,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000007,7,4,action_values.4,4,-5.494004249572754,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000007,7,4,action_values.5,5,48.35948181152344,debug_runs/20260529_110106_baseline/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000008,8,0,action_values.0,0,-12.98061466217041,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000008,8,0,action_values.1,1,101.48849487304688,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000008,8,0,action_values.2,2,10.095277786254883,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000008,8,0,action_values.3,3,-87.46772003173828,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000008,8,0,action_values.4,4,-9.164113998413086,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000008,8,0,action_values.5,5,48.483951568603516,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000008,8,1,action_values.0,0,-10.95578670501709,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000008,8,1,action_values.1,1,33.9200553894043,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000008,8,1,action_values.2,2,-18.93720817565918,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000008,8,1,action_values.3,3,-79.09614562988281,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000008,8,1,action_values.4,4,-8.608471870422363,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000008,8,1,action_values.5,5,47.447879791259766,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000008,8,2,action_values.0,0,-6.06355619430542,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000008,8,2,action_values.1,1,44.2034797668457,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000008,8,2,action_values.2,2,-46.01792907714844,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000008,8,2,action_values.3,3,-95.86906433105469,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000008,8,2,action_values.4,4,-6.018712997436523,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000008,8,2,action_values.5,5,3.32794189453125,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000008,8,3,action_values.0,0,13.266643524169922,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000008,8,3,action_values.1,1,18.816020965576172,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000008,8,3,action_values.2,2,-53.592411041259766,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000008,8,3,action_values.3,3,-93.30559539794922,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000008,8,3,action_values.4,4,14.177102088928223,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000008,8,3,action_values.5,5,44.252052307128906,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000008,8,4,action_values.0,0,-7.013989448547363,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000008,8,4,action_values.1,1,100.93571472167969,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000008,8,4,action_values.2,2,17.348892211914062,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000008,8,4,action_values.3,3,-84.82896423339844,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000008,8,4,action_values.4,4,-4.082895278930664,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000008,8,4,action_values.5,5,48.258663177490234,debug_runs/20260529_110106_baseline/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000009,9,0,action_values.0,0,-12.780380249023438,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000009,9,0,action_values.1,1,100.86727905273438,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000009,9,0,action_values.2,2,7.209407806396484,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000009,9,0,action_values.3,3,-88.65913391113281,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000009,9,0,action_values.4,4,-9.060864448547363,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000009,9,0,action_values.5,5,48.857791900634766,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt
baseline,episode_000009,9,1,action_values.0,0,-10.3460054397583,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000009,9,1,action_values.1,1,34.50379943847656,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000009,9,1,action_values.2,2,-14.377723693847656,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000009,9,1,action_values.3,3,-74.27986145019531,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000009,9,1,action_values.4,4,-7.980637550354004,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000009,9,1,action_values.5,5,48.119693756103516,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt
baseline,episode_000009,9,2,action_values.0,0,-6.8112077713012695,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000009,9,2,action_values.1,1,47.16942596435547,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000009,9,2,action_values.2,2,-51.01055145263672,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000009,9,2,action_values.3,3,-94.61322784423828,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000009,9,2,action_values.4,4,-6.1636152267456055,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000009,9,2,action_values.5,5,3.357259750366211,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt
baseline,episode_000009,9,3,action_values.0,0,13.739156723022461,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000009,9,3,action_values.1,1,23.81417465209961,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000009,9,3,action_values.2,2,-53.772491455078125,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000009,9,3,action_values.3,3,-93.47942352294922,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000009,9,3,action_values.4,4,11.660914421081543,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000009,9,3,action_values.5,5,30.17754554748535,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt
baseline,episode_000009,9,4,action_values.0,0,-5.535510063171387,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000009,9,4,action_values.1,1,98.89683532714844,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000009,9,4,action_values.2,2,6.361164093017578,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000009,9,4,action_values.3,3,-93.3889389038086,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000009,9,4,action_values.4,4,-4.516313076019287,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt
baseline,episode_000009,9,4,action_values.5,5,47.29863739013672,debug_runs/20260529_110106_baseline/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000000,0,0,action_values.0,0,-6.552435874938965,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000000,0,0,action_values.1,1,91.76809692382812,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000000,0,0,action_values.2,2,0.13683509826660156,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000000,0,0,action_values.3,3,-88.28925323486328,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000000,0,0,action_values.4,4,-4.0547285079956055,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000000,0,0,action_values.5,5,48.827354431152344,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000000,0,1,action_values.0,0,-7.85038948059082,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000000,0,1,action_values.1,1,36.359317779541016,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000000,0,1,action_values.2,2,-14.274883270263672,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000000,0,1,action_values.3,3,-71.2304458618164,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000000,0,1,action_values.4,4,-6.393350601196289,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000000,0,1,action_values.5,5,47.29380798339844,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000000,0,2,action_values.0,0,-1.620039701461792,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000000,0,2,action_values.1,1,50.33451843261719,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000000,0,2,action_values.2,2,-53.685333251953125,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000000,0,2,action_values.3,3,-96.3524169921875,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000000,0,2,action_values.4,4,-2.908430576324463,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000000,0,2,action_values.5,5,3.7772865295410156,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000000,0,3,action_values.0,0,10.135079383850098,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000000,0,3,action_values.1,1,31.1268310546875,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000000,0,3,action_values.2,2,-52.975040435791016,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000000,0,3,action_values.3,3,-93.25562286376953,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000000,0,3,action_values.4,4,8.360694885253906,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000000,0,3,action_values.5,5,46.61521911621094,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000000,0,4,action_values.0,0,-6.319377422332764,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000000,0,4,action_values.1,1,96.78864288330078,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000000,0,4,action_values.2,2,11.617311477661133,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000000,0,4,action_values.3,3,-87.30860137939453,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000000,0,4,action_values.4,4,-4.364536285400391,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000000,0,4,action_values.5,5,48.52330780029297,debug_runs/20260529_112158_high/episode_000000/debug_chunk_rawid_4_004_observation_frame.pt
high,episode_000001,1,0,action_values.0,0,-11.706706047058105,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000001,1,0,action_values.1,1,92.19778442382812,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000001,1,0,action_values.2,2,-2.4773311614990234,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000001,1,0,action_values.3,3,-89.10565185546875,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000001,1,0,action_values.4,4,-7.7373151779174805,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000001,1,0,action_values.5,5,47.29104995727539,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_0_000_observation_frame.pt
high,episode_000001,1,1,action_values.0,0,-8.439935684204102,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000001,1,1,action_values.1,1,35.38859939575195,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000001,1,1,action_values.2,2,-14.150928497314453,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000001,1,1,action_values.3,3,-70.92237854003906,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000001,1,1,action_values.4,4,-6.204862594604492,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000001,1,1,action_values.5,5,44.06258010864258,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_1_001_observation_frame.pt
high,episode_000001,1,2,action_values.0,0,-4.597806930541992,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000001,1,2,action_values.1,1,59.94553756713867,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000001,1,2,action_values.2,2,-54.14579772949219,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000001,1,2,action_values.3,3,-81.98532104492188,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000001,1,2,action_values.4,4,-3.474419116973877,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000001,1,2,action_values.5,5,4.133441925048828,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_2_002_observation_frame.pt
high,episode_000001,1,3,action_values.0,0,10.28933334350586,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000001,1,3,action_values.1,1,39.768035888671875,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000001,1,3,action_values.2,2,-53.191001892089844,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000001,1,3,action_values.3,3,-85.919921875,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000001,1,3,action_values.4,4,8.304666519165039,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_3_003_observation_frame.pt
high,episode_000001,1,3,action_values.5,5,4.411190032958984,debug_runs/20260529_112158_high/episode_000001/debug_chunk_rawid_3_003_observation_frame.pt
