trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
1,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
2,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
3,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
4,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
5,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
6,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
7,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
8,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
9,0,True,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,0.29029301731204343
