trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,task,lift_eef_z,predicted_action_eef_z
0,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
1,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
2,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
3,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
4,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
5,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
6,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
7,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
8,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
9,True,7,0,2,/tmp/chunk2_replay_high_episode_000007/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-7.773241996765137,69.33826446533203,-68.30342102050781,-87.78426361083984,-3.376457691192627,15.871706008911133,Put the red cube in the box.,0.11505363342565907,0.29029301731204343
