predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.2554181304210101,0.0,0.2554181304210101,0.2554181304210101,0.0
