joint_idx,joint_name,a,b,rmse,corr,obs_std,note
0,shoulder_pan,0.9896319175336489,0.005483825493041394,0.5442202852268555,0.9988260481063883,11.23471539478196,fit
1,shoulder_lift,0.9984328854262731,-2.1021563516284334,1.5121327157890025,0.997967364062764,23.728261225416823,fit
2,elbow_flex,0.936506285963012,3.9913147956267325,2.5202679110502517,0.9895958873851359,17.51708149312534,fit
3,wrist_flex,0.0,100.0,0.0,,0.0,obs_constant
4,wrist_roll,0.9645771526130807,-0.3822627930938013,0.46272925135522724,0.9988209752260933,9.53187941965283,fit
5,gripper,0.5958959358689426,17.894982220444607,2.464710562565255,0.9808711790118548,12.661749237509277,fit
