abs_diff,cohens_d,diff_ci95_hi,diff_ci95_lo,label_a,label_b,mean_a,mean_b,metric,n_a,n_b,ratio
5.532753449906715,1.6409948921019775,7.700451333260642,3.5058151436907745,baseline,eval_high,5.013321559839455,10.54607500974617,action_endpoint_delta,20,19,2.103610325575803
79.64130539143156,0.7010951132805266,151.9108601696191,14.654399668146748,baseline,eval_high,296.6450651104346,376.28637050186614,action_max_speed,20,19,1.268473387073195
-91.48673880184344,-1.4430397412797316,-53.80091766045868,-130.12250717414804,baseline,eval_high,832.7759779699569,741.2892391681135,action_mean_jerk,20,19,0.8901424377973048
-4.745859792632331,-1.4447818037718925,-2.6980636433189193,-6.690537698444263,baseline,eval_high,65.02537839984703,60.2795186072147,action_mean_speed,20,19,0.9270152683661486
-164.2513443970065,-0.36056663273817646,118.479070083727,-441.15117062832775,baseline,eval_high,2755.501980798468,2591.2506364014616,action_p95_jerk,20,19,0.9403914983400539
-5.3405815544468,-0.7396906475652181,-0.9337853149803715,-9.717385799713352,baseline,eval_high,149.40172712809905,144.06114557365225,action_p95_speed,20,19,0.9642535487591101
30.86322174971957,0.35361863230265755,94.41849672320978,-7.1081524906985605,baseline,eval_high,479.69884283534077,510.56206458506034,action_path_len,20,19,1.0643387454650794
2.5083647750927316,0.9483260660143582,4.293730558408571,1.0152672297110574,baseline,eval_high,5.805905765020263,8.314270540112995,action_speed_spikiness,20,19,1.43203676950544
0.6457016831950142,1.1407233948962974,0.9830810380923121,0.2828880154772812,baseline,eval_high,7.401666617393493,8.047368300588507,duration_s,20,19,1.0872373366297368
0.00510771254447177,0.6284796676505547,0.010694050999733563,0.0018919275201482093,baseline,eval_high,0.004300737061109311,0.009408449605581081,eef_displacement_final,20,19,2.187633792896045
0.023913571370649228,2.6456969370784944,0.029300681031072945,0.018291097549291188,baseline,eval_high,0.139103153335791,0.16301672470644024,eef_displacement_max,20,19,1.1719124913998007
0.02000498035795764,4.3329658361596,0.022900716571521314,0.01717062668196675,baseline,eval_high,0.07957555388889995,0.09958053424685759,eef_displacement_mean,20,19,1.2513960238583763
0.0,nan,0.0,0.0,baseline,eval_high,0.0,0.0,eef_displacement_min,20,19,1.0
0.023913571370649228,2.6456969370784944,0.029300681031072945,0.018291097549291188,baseline,eval_high,0.139103153335791,0.16301672470644024,eef_displacement_range,20,19,1.1719124913998007
