predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.25701156985982987,1.1102230246251565e-16,0.25701156985982976,0.25701156985982976,0.0
