action_endpoint_delta,action_max_speed,action_mean_jerk,action_mean_speed,action_p95_jerk,action_p95_speed,action_path_len,action_speed_spikiness,duration_s,eef_displacement_final,eef_displacement_max,eef_displacement_mean,eef_displacement_min,eef_displacement_range,eef_height_final,eef_height_max,eef_height_mean,eef_height_min,eef_height_range,eef_pos_endpoint_delta,eef_pos_max_speed,eef_pos_mean_jerk,eef_pos_mean_speed,eef_pos_p95_jerk,eef_pos_p95_speed,eef_pos_path_len,eef_pos_speed_spikiness,episode_index,num_frames,state_endpoint_delta,state_max_speed,state_mean_jerk,state_mean_speed,state_p95_jerk,state_p95_speed,state_path_len,state_speed_spikiness
5.3745782683784515,440.5286197248228,1014.1392494203984,65.75724979757729,3560.4408284606975,166.74802941849165,504.1389670344737,8.682588083744989,7.666666507720947,0.0005585605341530843,0.1111902593618397,0.06878937226476597,0.0,0.1111902593618397,0.12039032119973195,0.22358830078001266,0.1734964357041695,0.11986757595417659,0.10372072482583607,0.0005585605341530843,0.38939025207576083,0.7431630414707494,0.07094222123071513,2.237664273367083,0.19384894923387036,0.5438902786263085,6.57809632173792,0,231,5.429251508389078,237.53477509517506,430.5271294742987,44.71679320120223,1387.254293597751,132.45130514681097,342.82873385473437,7.5550350905315256
2.8046620326657368,459.5955370050312,1062.4230792038873,70.30481539401845,3723.1679816826727,155.68999255313193,510.8816671636681,8.857133024266043,7.266666889190674,0.0007467735139199341,0.11103697690972042,0.06982484131710194,0.0,0.11103697690972042,0.12066111424127263,0.2249660441601602,0.17404786334732958,0.11993853179285033,0.10502751236730987,0.0007467735139199341,0.33260130651882,0.7443813024127861,0.0757945307369427,2.563344039596951,0.18993001226862746,0.5507736408862853,6.057100050916308,1,219,3.045583511572045,290.57305538736756,459.8307086660856,47.71483840925544,1206.8473063971844,128.0978077776765,346.72785327079936,8.278988905644056
3.3537162142369388,434.57204061800326,869.9929597535162,60.502273841026614,3035.0161537405634,144.4777147916915,490.0683247516263,9.33083906550404,8.100000381469727,0.0030422434488070363,0.1106802484212011,0.06965041587412585,0.0,0.1106802484212011,0.12290402130574184,0.2204405398606913,0.1742254887355576,0.12004616016175021,0.10039437969894108,0.0030422434488070363,0.23841998307929466,0.6551524374930373,0.06552327992535024,1.860365898579974,0.16174994096079442,0.5307385424250275,3.8516087668277117,2,244,2.8923828878980045,184.19327790402178,388.17383154205703,42.09242497488593,1228.3007093892472,101.66773418306634,340.94865223719984,5.1975429456860365
3.5970208377356365,674.6523909468625,963.6662619010549,70.25756118709492,2738.014087622105,146.70615792290613,468.38372721808616,12.839227901219054,6.666666507720947,0.002701357239438289,0.12461197695195851,0.0744198770738242,0.0,0.12461197695195851,0.1219649900177014,0.22163249455226114,0.17521740839831768,0.11938294110300895,0.10224955344925218,0.002701357239438289,0.3139237483086341,0.693819037951292,0.08048396571199033,1.8346761762965238,0.17877449589258956,0.5365597266678398,4.073855519334712,3,201,3.830064667714045,256.8364706581585,478.8205978420473,51.7926794440499,1324.7197229303956,139.1570667520284,345.28447349926813,6.387826364684099
6.721005974319954,615.8553578344388,1081.3925345793932,66.99481193605351,4232.394165019773,157.1279309749742,486.8288812522446,12.45289324823036,7.266666889190674,0.0033268921129468816,0.1027007975832964,0.07068861847328857,0.0,0.1027007975832964,0.12278206264716533,0.21352593795453229,0.17684686312227466,0.11948834556408607,0.09403759239044622,0.0033268921129468816,0.2965001180158294,0.8650009419063333,0.07801958898750763,2.495989055006482,0.2085932843476225,0.5669424069034315,5.285500819417605,4,219,5.5728484406149805,198.5758695454959,458.1279214908908,48.41637043765909,1229.8255698196012,130.08853082824314,351.82568573931843,5.386742312863572
3.687067280456592,852.327422879767,960.3639803036212,55.1844257670293,2871.9098672149184,129.64336372946894,568.3996209095689,21.0431966116973,10.300000190734863,0.0026913301631954745,0.10884032856102091,0.07493230367798806,0.0,0.10884032856102091,0.12213411054330744,0.22350292909459268,0.18006835798442744,0.11985677551340407,0.10364615358118862,0.0026913301631954745,0.31139943042309004,0.7449804202023556,0.058809294852893455,2.3029153664451574,0.14421818308280968,0.6057360084469849,6.133723263590327,5,310,4.585996103187141,265.4176385465027,448.60556792969203,36.13493405485181,1604.2568966230697,90.83426673961368,372.18992023420765,9.051804688349309
2.962149188862767,715.8744563498964,1324.5912654787323,77.65899202248008,3801.8414387685407,168.46056802703384,556.5560612984365,12.200026474404524,7.166666507720947,0.001769028370405477,0.12242568974685028,0.08219446528541471,0.0,0.12242568974685028,0.12119855021974847,0.2249983698892589,0.1801451418719225,0.11948506682819064,0.10551330306106825,0.001769028370405477,0.4311850339225894,0.9618563461417562,0.0927148367119034,3.0839578333353206,0.20387606737160247,0.664456266891637,5.343461691292723,6,216,4.482079038731294,182.73917131385332,516.4290130387415,55.21415845360069,1742.3604043387384,135.5777627640691,395.7014603025864,3.982553667999398
4.284760672847004,505.7075253724846,1015.0523387709281,73.98128292788934,3302.3106790467546,170.65196824028448,468.548083410915,9.146428493673705,6.333333492279053,0.0016518729528681908,0.11573574610312468,0.07104907492039021,0.0,0.11573574610312468,0.1212623810017487,0.20612118231749876,0.16807078401606676,0.11967081930401692,0.08645036301348184,0.0016518729528681908,0.3057744688899047,0.7604444378185616,0.07349770610816714,2.1987504329327594,0.19008305789709007,0.4654854893814184,5.322524498628062,7,191,5.252279161253445,269.62135592575066,519.4619089213903,52.83567637147845,1737.0118114078134,146.22651918629967,334.62593743279365,6.829848045507192
3.4207905224948325,593.1470034482844,1051.4804793590254,73.79771865767349,3965.15274383894,178.12859379638456,474.7653523157853,10.603240577786083,6.433333396911621,0.0011015273104465738,0.11019170722311034,0.07560091190340797,0.0,0.11019170722311034,0.12124436133876934,0.22034178476009864,0.1769670504732919,0.12000737830273214,0.10033440645736649,0.0011015273104465738,0.3302206639600332,0.8176270780160787,0.08530513365059801,2.3319060645631655,0.19841146266782295,0.5487963536255664,3.7741949595704734,8,194,1.774479224349628,350.2461228637489,516.1702518564051,52.52472924419026,1537.3247794897254,149.02660021087206,337.9090771051808,7.987851588721437
5.530107768590439,612.8346766798039,1184.6162061845762,74.06289217122962,3618.779570619127,163.55397702058733,493.75258182501034,11.811728453206447,6.666666507720947,0.0033387221784282003,0.11479835372327203,0.07260841887222368,0.0,0.11479835372327203,0.12277143113690822,0.2145402442200906,0.17611011596215698,0.11983624062586763,0.09470400359422297,0.0033387221784282003,0.29629503685538966,0.7857592605703246,0.07673441042849577,2.4017614171668473,0.20470849913868258,0.5115627525369586,4.683728848132218,9,201,6.775439939203136,208.07760766342656,475.8243066615083,52.20646357243978,1624.4586630757951,144.00472312364042,348.04305047207436,4.923977647541787
