episode_idx,video_path,found,cx,cy,area,fill_ratio,aspect,num_found_frames,reason
69,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,382.5597881840222,314.68397538697536,1994.0,0.9491666666666667,0.84,4,
70,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,328.4640146249574,311.113760700717,2221.5,0.847119054109309,0.7844827586206897,4,
71,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,339.55931127347753,295.6658760643005,2128.5,0.9147946084724006,0.7130973986690865,4,
72,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,362.3154021141062,294.6527546879296,2239.25,0.903823939359224,0.7327586206896552,4,
73,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,339.3852332265628,320.6715093812908,1450.75,0.9330827067669173,1.0789473684210527,4,
74,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,328.26169395204926,280.45220197589276,2185.0,0.8865181196777027,0.7327586206896552,4,
75,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,356.9905078005272,294.18299941841065,2212.25,0.9081486042692939,0.7241379310344828,4,
76,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,309.0624318739507,302.2720469685034,2185.5,0.9074302134646962,0.7241379310344828,4,
77,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,366.1551846925936,281.8224106503363,2197.0,0.8989121510673235,0.7304900181488203,4,
78,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,372.5553521688774,313.9897294141156,2048.25,0.9340659340659341,0.8076923076923077,4,
79,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-003.mp4,True,338.11348696701947,312.04084688492827,2182.5,0.8857548701298701,0.7857142857142857,4,
80,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,411.07426833424825,267.7865598823615,2252.75,0.914265422077922,0.7857142857142857,4,
81,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,428.65062031525645,265.80294154651426,2344.25,0.8805005392040821,0.8000604960677555,4,
82,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,384.1728524305748,268.24050812643515,2245.0,0.9011233019853709,0.7413793103448276,4,
83,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,388.6428477075573,298.4081416182137,2273.0,0.9316502463054187,0.7241379310344828,4,
84,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,406.8834590346079,298.5622617731697,2323.5,0.8934865900383142,0.7758620689655172,4,
85,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,430.79858614757285,280.6558722892207,2372.25,0.897107696151924,0.7931034482758621,4,
86,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,440.7622827076957,256.212576974375,2399.25,0.8992691154422788,0.7931034482758621,4,
87,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,441.35266671970345,295.9609399021929,2413.75,0.8670079022988506,0.8275862068965517,4,
88,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,408.4293833837823,253.63651470073455,2245.0,0.9159625959445525,0.7413793103448276,4,
89,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,392.3200803250848,276.8963558328247,2275.75,0.8872751846341853,0.7457627118644068,4,
90,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,406.4588693253402,263.4430863363599,2237.75,0.9081777597402598,0.7635467980295567,4,
91,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,437.7011650229168,269.52533907034206,2315.25,0.9072296238244515,0.7721674876847291,4,
92,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,413.50421405624036,294.0299780634645,2342.5,0.9131073667711599,0.7586206896551724,4,
93,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,378.6825940926844,263.88680780327223,2226.0,0.909072249589491,0.7241379310344828,4,
94,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,425.3476016205769,242.37702626957275,2370.0,0.8937681903783599,0.7416666666666667,4,
95,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,439.8491474713242,268.7429538408608,2364.25,0.893903377258739,0.7931034482758621,4,
96,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,417.71202738675663,298.3351107856355,2359.25,0.9244710031347962,0.7586206896551724,4,
97,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,429.7278446322934,257.8921278208685,2329.0,0.9024555903866249,0.7672413793103448,4,
98,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,392.632657295435,246.14044492828856,2275.0,0.8674322675911659,0.7521917007597896,4,
99,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-004.mp4,True,395.8643384608909,275.4749792695217,2301.75,0.8879783746013545,0.73954802259887,4,
