trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
1,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
2,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
3,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
4,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
5,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
6,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
7,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
8,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
9,0,True,-6.597148895263672,71.33761596679688,-56.4675407409668,-87.99906158447266,-2.247575044631958,15.293645858764648,0.29453138812713137
