global_id,layer,neuron,concept,is_selected_concept,tsne_x,tsne_y,max_logit,top_tokens_joined
495,0,495,Other neurons,False,24.459583282470703,1.1201070547103882,2.6887972354888916,ountains | kary | ATO | ertations | firehose | estine | reponame | izabeth | trl | ortunately
512,0,512,Other neurons,False,-2.3920600414276123,-18.443084716796875,3.3192365169525146,uckingham | esterone | ietzsche | ramew | ynasty | HOUT | onsai | ardships | CLUD | ropract
513,0,513,Other neurons,False,64.3464584350586,-13.80824089050293,4.64310884475708," | ( | "" |  | S | - | in | m | M | C"
515,0,515,Other neurons,False,51.243961334228516,-20.87994384765625,4.834914207458496,s | e | a | n | i | y | sa | es | an | ς
520,0,520,Other neurons,False,-32.712059020996094,-21.837718963623047,3.158860683441162,outheastern | opyright | ymour | oule | emetery | elior | LIED | elona | CADE | yset
529,0,529,Other neurons,False,-9.075602531433105,2.632009267807007,3.304914712905884,arval | uggage | ustaining | ymour | astrous | incial | ervoir | iacin | essors | entieth
541,0,541,Other neurons,False,14.426107406616211,-1.2821083068847656,2.9076409339904785,NING | reponame | idisciplinary | omencl | afety | URES | Upvotes | outheastern | ineteen | porary
542,0,542,Other neurons,False,-21.483997344970703,-11.665532112121582,3.4360384941101074,outheastern | atican | iriam | ancouver | aluable | uggage | SOFTWARE | ikhail | ropolitan | umbai
548,0,548,Other neurons,False,-31.630586624145508,-7.11221170425415,2.9992835521698,incinn | ilantro | ebted | caterpill | emeteries | ahili | isins | enguins | outheastern | Popen
566,0,566,Other neurons,False,63.88385772705078,-18.153902053833008,3.39254093170166," | ( | , | and | - | d | p |  | / | in"
567,0,567,Low Transport,True,23.984378814697266,-19.461366653442383,2.0045158863067627,eroon | berspace | lamydia | ashington | ptomatic | uple | ushima | ription | ercase | oling
570,0,570,Other neurons,False,-44.278709411621094,2.1445086002349854,3.8566596508026123,openhagen | geoId | emeteries | olkien | emetery | eylon | HOUT | leveland | incinn | rowsiness
577,0,577,Green,True,-17.806955337524414,24.873336791992188,1.9658253192901611,olkien | born | junct | urized | ountains | tagged | elescope | rames | ISTORY | engue
579,0,579,Other neurons,False,1.9971652030944824,-5.567676544189453,3.3159432411193848,apons | asphem | reponame | embrance | akening | elfare | bsites | pton | inkling | indeer
583,0,583,Other neurons,False,0.8449824452400208,-2.1429197788238525,2.851102828979492,hatma | PAA | ifflin | utans | orestation | icrob | akespe | avering | yalgia | thews
591,0,591,Other neurons,False,-34.30482482910156,-18.084897994995117,3.2130513191223145,soriasis | eveloped | ynasty | reponame | emetery | emeteries | rowsiness | aunders | outheastern | ometimes
602,0,602,Other neurons,False,-19.876745223999023,-22.25092887878418,3.210829734802246,outheastern | ountains | onsai | iodiversity | unken | heastern | charted | ourgeois | idisciplinary | sorption
603,0,603,Other neurons,False,-51.298614501953125,2.0552735328674316,2.7539634704589844,emetery | unningham | letcher | eliac | undy | ronomic | otheli | inseng | rocery | aseous
608,0,608,Other neurons,False,31.33028221130371,-25.657163619995117,3.778935194015503,than | than | Than | emeteries | uisines | idisciplinary | theless | intendent | uggage | ortunately
609,0,609,Other neurons,False,12.822602272033691,-2.20661997795105,2.7394986152648926,idisciplinary | ijuana | zhou | anasia | pring | iciary | apagos | qdm | aughtered | arvation
611,0,611,Other neurons,False,-8.621246337890625,0.506015419960022,5.237002372741699,uggage | incoln | ighthouse | aughed | asphem | arval | asgow | apagos | arvae | izabeth
614,0,614,Other neurons,False,-29.692035675048828,-30.49993133544922,2.75862979888916,outheastern | ercury | outheast | requency | ICEF | ustainability | ild | vironments | embrance | �
618,0,618,Other neurons,False,-13.983089447021484,24.131696701049805,2.806771755218506,olkien | ometown | orget | orney | oples | ineteen | oosevelt | alloween | oughton | ausea
