trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
1,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
2,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
3,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
4,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
5,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
6,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
7,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
8,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
9,True,3,1,1,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-15.165557861328125,84.14411926269531,-0.6415119171142578,-89.93899536132812,-6.892254829406738,64.42926025390625,0.25518106259316403
