trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
1,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
2,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
3,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
4,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
5,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
6,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
7,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
8,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
9,True,3,1,1,debug_runs/20260603_164150_HIGH_current/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,-9.419663429260254,83.37501525878906,-0.9497299194335938,-89.80583190917969,-5.250123977661133,62.220985412597656,0.25505770178559206
