predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.25505770178559206,0.0,0.25505770178559206,0.25505770178559206,0.0
