auto_region_id,auto_region_idx,num_episodes,episode_ids,center_cx,center_cy,cx_mean,cy_mean,cx_std,cy_std,eef_z_max_mean,eef_z_max_std,eef_z_max_min,eef_z_max_max,eef_z_max_range,eef_z_max_iqr,prelift_wrist_mean,prelift_wrist_std,prelift_wrist_iqr,prelift_wrist_range,prelift_elbow_mean,prelift_elbow_std,prelift_elbow_iqr,prelift_elbow_range,prelift_gripper_mean,prelift_gripper_std,num_high,num_low,num_mid,num_unknown_label,high_low_balance_ratio,high_eef_z_max_mean,low_eef_z_max_mean,high_eef_z_max_std,low_eef_z_max_std,high_minus_low_eef_gap,high_episode_ids,low_episode_ids
region_00,0,16,"6,8,11,13,14,21,25,28,29,32,41,42,48,49,53,59",346.15701112213765,289.9333701554038,346.15701112213765,289.93337015540385,14.852122484378096,14.298590128614649,0.10417437405457258,0.02659874472717374,0.06600957462211587,0.15276576754316898,0.0867561929210531,0.046000860596308854,-78.90153041752902,15.117743887507658,31.322082346135915,35.755865964022554,-20.46244917539033,13.679137328321268,28.013910651206967,34.74076123671098,3.700969696044922,0.43387276590672647,9,7,0,0,0.7777777777777778,0.12624675607560987,0.07579559717038183,0.011067921914367718,0.0052807764934515115,0.05045115890522804,"6,8,11,13,14,21,25,28,29","32,41,42,48,49,53,59"
region_01,1,8,"3,9,15,19,20,39,40,47",356.74981926526885,234.67468540682532,356.7498192652688,234.67468540682535,25.432982644111135,17.812034172703548,0.10789528678970298,0.02650353194116899,0.07032566008537516,0.13316850856138857,0.0628428484760134,0.05038802193734657,-78.33449277010831,9.35794542408967,14.491268678144976,25.86314184015447,-33.996943798932165,10.72328999312832,4.7333843491294125,35.51355864784934,3.5242170691490173,0.09733038594874809,5,3,0,0,0.6,0.12817348022411684,0.07409829773234657,0.0035476698059869697,0.004960940258466773,0.05407518249177028,"3,9,15,19,20","39,40,47"
region_02,2,15,"0,1,4,5,12,22,26,30,33,52,55,56,57,58,60",417.78522201713685,260.72548877619903,417.78522201713685,260.72548877619903,12.75907806329585,22.587177257353684,0.09659118766932666,0.025525907814088113,0.062384077154253564,0.13634535441807116,0.0739612772638176,0.044674981495738855,-82.16331673824426,14.358165704297448,29.43286965110086,34.91377743807706,-34.655987944747466,13.61422376304734,26.64395076578313,39.187859925356776,5.044966886982773,5.62650872017772,7,8,0,0,0.875,0.12247255928825058,0.07394498750276825,0.00980323147279473,0.0062162617466910465,0.04852757178548234,"0,1,4,5,12,22,26","30,33,52,55,56,57,58,60"
region_03,3,13,"7,10,17,23,24,27,31,34,43,44,46,50,54",468.66994071425074,296.78960677673695,468.66994071425074,296.78960677673695,18.34439610205564,14.631888504488844,0.09672676020310102,0.02916066120824177,0.06379427041573027,0.14260689288767397,0.0788126224719437,0.05580928661187398,-80.229758095908,11.878338150356837,22.633910439231173,32.526635603471235,-23.741637053189574,11.70621694316026,25.41801305250688,33.37782859802246,7.793993829847216,10.309866343362494,6,7,0,0,0.8571428571428571,0.12714609749515499,0.07065304252419762,0.009166500752047441,0.005848539844388828,0.05649305497095737,"7,10,17,23,24,27","31,34,43,44,46,50,54"
region_04,4,9,"2,16,18,35,36,37,38,45,51",489.19401149197955,242.69788429086742,489.1940114919796,242.69788429086742,15.95348459680518,22.232634748253215,0.08835402980049056,0.024696118119728917,0.06900097686745574,0.13200234977170114,0.0630013729042454,0.046922050957989195,-85.22478122903843,11.679596386291049,22.392267400568187,26.910261674360797,-37.94201681349013,8.790588951208209,17.865672891790215,24.350148114291105,3.5371593634287515,0.14312141477575877,3,6,0,0,0.5,0.12273569678485607,0.07116319630830781,0.006720040128860669,0.0023861343509530885,0.051572500476548266,"2,16,18","35,36,37,38,45,51"
