trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
0,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
1,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
1,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
2,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
2,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
3,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
3,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
4,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
4,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
5,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
5,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
6,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
6,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
7,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
7,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
8,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
8,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
9,0,False,-9.002555847167969,87.41654205322266,2.9490718841552734,-88.65201568603516,-4.489842414855957,59.29981994628906,0.2517452648459994
9,1,True,-9.305695533752441,84.13133239746094,0.5677585601806641,-89.91889190673828,-4.579117774963379,60.5584602355957,0.253098947752964
