predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.25309894775296404,5.551115123125783e-17,0.253098947752964,0.253098947752964,0.0
