trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
1,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
2,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
3,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
4,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
5,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
6,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
7,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
8,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
9,True,9,1,1,debug_runs/20260602_174247_high_new/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,-11.9109525680542,83.64718627929688,-0.015588760375976562,-89.5201187133789,-4.793556213378906,59.014102935791016,0.2536912378330405
