trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,task,lift_eef_z,predicted_action_eef_z
0,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
1,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
2,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
3,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
4,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
5,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
6,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
7,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
8,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
9,True,2,0,2,/tmp/chunk2_replay_high_episode_000002/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-6.956028938293457,68.93701934814453,-62.339962005615234,-87.88579559326172,-3.7845470905303955,15.781299591064453,Put the red cube in the box.,0.11070809940364347,0.2930353837462649
