trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
0,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
1,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
1,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
2,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
2,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
3,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
3,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
4,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
4,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
5,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
5,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
6,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
6,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
7,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
7,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
8,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
8,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
9,0,False,-8.905964851379395,87.02558898925781,2.846158981323242,-88.52772521972656,-4.6664323806762695,58.65229797363281,0.25160144456828354
9,1,True,-9.17815113067627,83.82291412353516,0.4734516143798828,-89.77452850341797,-4.776393890380859,59.76642990112305,0.2530004541503603
