predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.25300045415036027,5.551115123125783e-17,0.2530004541503603,0.2530004541503603,0.0
