trial,chunk_steps,predicted_chunk_fk_eef_z_start,predicted_chunk_fk_eef_z_end,predicted_chunk_fk_eef_z_max,predicted_chunk_fk_eef_z_min,predicted_chunk_fk_eef_z_range,predicted_chunk_fk_eef_z_argmax_step,action_values.0_chunk_start,action_values.0_chunk_end,action_values.0_chunk_min,action_values.0_chunk_max,action_values.0_chunk_range,action_values.1_chunk_start,action_values.1_chunk_end,action_values.1_chunk_min,action_values.1_chunk_max,action_values.1_chunk_range,action_values.2_chunk_start,action_values.2_chunk_end,action_values.2_chunk_min,action_values.2_chunk_max,action_values.2_chunk_range,action_values.3_chunk_start,action_values.3_chunk_end,action_values.3_chunk_min,action_values.3_chunk_max,action_values.3_chunk_range,action_values.4_chunk_start,action_values.4_chunk_end,action_values.4_chunk_min,action_values.4_chunk_max,action_values.4_chunk_range,action_values.5_chunk_start,action_values.5_chunk_end,action_values.5_chunk_min,action_values.5_chunk_max,action_values.5_chunk_range
0,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
1,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
2,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
3,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
4,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
5,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
6,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
7,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
8,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
9,50,0.2533535839974661,0.23373255034562562,0.2742076471716132,0.23373255034562562,0.0404750968259876,12,-11.89924144744873,-8.304866790771484,-15.266343116760254,-6.70460319519043,8.561739921569824,83.4687728881836,33.65791320800781,33.65791320800781,83.4687728881836,49.81085968017578,0.09247398376464844,-19.099578857421875,-31.853517532348633,1.2349472045898438,33.08846473693848,-89.35213470458984,-86.6297378540039,-106.73214721679688,-86.6297378540039,20.10240936279297,-4.823855400085449,-5.2787933349609375,-5.440123558044434,-2.3876876831054688,3.052435874938965,58.7374267578125,44.554161071777344,44.554161071777344,77.1960220336914,32.64186096191406
