action_endpoint_delta,action_max_speed,action_mean_jerk,action_mean_speed,action_p95_jerk,action_p95_speed,action_path_len,action_speed_spikiness,duration_s,eef_displacement_final,eef_displacement_max,eef_displacement_mean,eef_displacement_min,eef_displacement_range,eef_height_final,eef_height_max,eef_height_mean,eef_height_min,eef_height_range,eef_pos_endpoint_delta,eef_pos_max_speed,eef_pos_mean_jerk,eef_pos_mean_speed,eef_pos_p95_jerk,eef_pos_p95_speed,eef_pos_path_len,eef_pos_speed_spikiness,episode_index,num_frames,state_endpoint_delta,state_max_speed,state_mean_jerk,state_mean_speed,state_p95_jerk,state_p95_speed,state_path_len,state_speed_spikiness
4.587777121419638,297.86137816230706,869.1984653889557,64.17480047687673,3067.4284165278455,149.70863206824905,489.8676742903141,5.692153038143948,7.633333206176758,0.0050498826190075305,0.11041049441575573,0.06845821772016886,0.0,0.11041049441575573,0.12293075696130171,0.21275673025979952,0.17050362580025874,0.11900845268605928,0.09374827757374024,0.0050498826190075305,0.35681956702618367,0.5318411536449801,0.06742444477965319,1.2865395728315647,0.1726814135268487,0.5146732540334082,6.592916792138672,0,230,4.40583756658869,287.0750466521417,340.08534773015447,45.25536588377078,858.2734382769951,104.87511194606886,345.4492740330237,6.917377729489484
5.408456427136496,275.2645440504079,975.8567719502788,69.19280790931745,2921.176467819725,150.6508809139161,491.2689224018187,4.7244544714095955,7.099999904632568,0.002895651732733592,0.11300417371047874,0.0719891205329924,0.0,0.11300417371047874,0.1213968555540684,0.216707112721507,0.1720252690229146,0.11856351242999014,0.09814360029151686,0.002895651732733592,0.485549919858883,0.6404007679387986,0.06988995895006408,1.4191991765113459,0.15976373671303923,0.49621861243164334,8.963540171254698,1,214,4.479017053770122,215.08850919744788,361.8791585174254,47.28125807105981,1009.7492247059391,120.94974493667695,335.6969096202605,5.4965529472294845
5.651561738112534,272.15363109595654,925.543813037988,58.21821380871766,3910.3330459472263,146.78014100448485,481.2705331405723,5.738874804269929,8.266666412353516,0.004992552950382951,0.10801736074600847,0.06754575930195822,0.0,0.10801736074600847,0.11991450436172787,0.2273278204149342,0.1738133709379358,0.11931860146889552,0.1080092189460387,0.004992552950382951,0.2485406370765991,0.4570695627227866,0.06329017749349802,1.2975845809123416,0.14890512599026368,0.5231987883068885,4.294071132416217,2,249,5.566323583773032,142.61272665966814,256.37331466127586,40.39049905666249,816.1381597144679,96.97185136621307,333.8947842980739,3.6413414973617964
5.505563373304386,474.49998437037095,914.8850341447362,67.04882278530097,2949.8404424260357,138.91020839165773,500.63114866798503,8.525405079471335,7.4666666984558105,0.0018901629036035216,0.11985044700544324,0.0770497183625124,0.0,0.11985044700544324,0.1204879892380258,0.22826941834982042,0.1767941846380944,0.11862417385956267,0.10964524449025775,0.0018901629036035216,0.22594621319638042,0.5373983211710859,0.07503517866857785,1.4323995403437615,0.1637085617850839,0.5602625909670935,2.828532974775741,3,225,3.650761113296013,148.3343119376191,303.15053857559576,47.86160118615578,801.4724302711182,103.89087423423156,357.36660785798585,3.2975769040388077
3.830547416587869,290.6780856002908,811.0454355459292,65.59105427154829,2556.5225003487326,152.9906924430239,478.8146968923836,5.608290959084019,7.300000190734863,0.0022167844675960594,0.11270027248947431,0.07521496433117068,0.0,0.11270027248947431,0.12093795741921204,0.20680784757917103,0.16421661991726352,0.11874701876807929,0.08806082881109174,0.0022167844675960594,0.42285157498587406,0.5897674128007119,0.06604472745859549,1.5466820401836263,0.17346276297740879,0.4821264057036157,10.136036391228666,4,220,3.4743277861960116,182.26920305904966,324.2357744256242,46.30333035258248,1132.0899652898838,129.0915168774087,338.0142479954497,5.21189325648588
6.98713617003851,287.98276782725816,755.072160929596,61.12956622314773,2564.83224217694,133.8167686995139,472.73524694419336,6.004993885177532,7.733333110809326,0.004513226632630935,0.11507099893637265,0.0727398846096837,0.0,0.11507099893637265,0.1225347669812513,0.20593965777109793,0.1616536407935058,0.1187470187680793,0.08719263900301863,0.004513226632630935,0.24979592974065046,0.5119715039278355,0.06224858389994795,1.5713708552033152,0.16948428423881465,0.4813890156050728,5.657725229528761,5,233,5.266591474283779,203.3121582059792,341.4031503819314,42.26846175610415,1091.9181646186032,119.32479795658885,326.87610062850274,6.229000325137487
4.905765011805615,257.8505743433812,877.6631525065578,70.87367098634498,2351.008632968345,159.91203021846812,505.5655438619221,4.537900945631531,7.133333206176758,0.002379606945897067,0.12256609412608382,0.08021989743204358,0.0,0.12256609412608382,0.12073849641849826,0.21103604355686573,0.1656337228593618,0.11851757540061847,0.09251846815624726,0.002379606945897067,0.34788823502651317,0.6629748010185307,0.07397595362814656,1.628492897629472,0.18323908424889024,0.527695057357197,5.943691733945862,6,215,3.8182901128452023,233.54020830472447,414.24128125750326,50.485651142504715,1136.2898759353925,128.77976117673626,360.1309548302752,5.494069293328785
5.646569172509851,244.91796114851098,786.0216344967628,64.8629860806412,2385.372676389006,149.2302772252411,486.47237052218105,4.443257332284169,7.5,0.002210435339515333,0.11997737661749068,0.07684842549295505,0.0,0.11997737661749068,0.12064079690293072,0.21382024735354258,0.1643203973570418,0.11862417385956263,0.09519607349397995,0.002210435339515333,0.29145053577998586,0.46997069308194916,0.06678150422422235,1.3793381355194128,0.17633065916096785,0.5008611658419465,6.3332017753460566,7,226,5.024983189141393,202.17304165784364,294.09940696280137,45.9470291458889,925.9720861505831,117.66237606615415,344.6026871462544,5.155626832274042
3.746729869086475,264.676860610452,871.2179596595573,67.80044949640575,3204.2717558559552,149.44082549327038,490.4232469024947,4.788006829045889,7.233333110809326,0.002307530329334525,0.10860982235037961,0.07416632425789871,0.0,0.10860982235037961,0.12085204623077865,0.21569815179953938,0.16973957161992348,0.11874431523691253,0.09695383656262685,0.002307530329334525,0.4742866086830051,0.6526072968577727,0.07473531704584933,1.3202642773836988,0.17282111724148527,0.5405853654786593,8.488293882885017,8,218,4.493446907368843,259.72782489337436,332.8974364627459,45.93258431934094,871.6156527296832,124.863365587859,332.2456434538169,7.0451141241026685
3.4759978921482872,328.7688311461395,787.7507046826065,63.25670916911178,3031.4435264291897,149.2873156060311,470.20820752319804,7.530440293652347,7.433333396911621,0.0014462556770841808,0.11779387960394473,0.07611535969647429,0.0,0.11779387960394473,0.1202603883538835,0.21152534493175673,0.16879767115827815,0.11886709484482323,0.0926582500869335,0.0014462556770841808,0.4578828760316092,0.6070834417862144,0.06610949386144713,1.3593852147368517,0.1895017022020879,0.4914137802726811,10.19868648762229,9,224,4.522565469449944,217.1275160671718,335.415575597755,43.81537509667771,858.0648084191699,132.01844724702943,325.69423113297773,7.100539738375123
