action_endpoint_delta,action_max_speed,action_mean_jerk,action_mean_speed,action_p95_jerk,action_p95_speed,action_path_len,action_speed_spikiness,duration_s,eef_displacement_final,eef_displacement_max,eef_displacement_mean,eef_displacement_min,eef_displacement_range,eef_height_final,eef_height_max,eef_height_max_cm,eef_height_mean,eef_height_min,eef_height_range,eef_pos_endpoint_delta,eef_pos_max_speed,eef_pos_mean_jerk,eef_pos_mean_speed,eef_pos_p95_jerk,eef_pos_p95_speed,eef_pos_path_len,eef_pos_speed_spikiness,episode_index,num_frames,state_endpoint_delta,state_max_speed,state_mean_jerk,state_mean_speed,state_p95_jerk,state_p95_speed,state_path_len,state_speed_spikiness
6.898381526438991,317.8624328924217,753.6169101459665,61.53833489345158,2407.837001061983,139.03469051209777,457.43498698009415,6.619699517092134,7.433333396911621,0.004318355561657008,0.11265403569235158,0.06657411330238405,0.0,0.11265403569235158,0.1203036186617166,0.21370561649045566,21.370561649045566,0.16711004272585112,0.11892796072328718,0.09477765576716848,0.004318355561657008,0.3325237894108004,0.45261388184257023,0.06526042377835578,1.3410413842313422,0.1779230467258592,0.4851024731025154,7.242579603943364,0,224,6.8447092830775045,263.00173801257415,286.16059502048375,44.78864444355661,705.573096496671,124.42732590551256,332.92889114441135,6.523714094136681
6.2028058229434935,262.96905585398923,944.914120034297,65.31147098685041,2814.588550224384,145.84986578493806,468.06552642786073,4.936239661761025,7.166666507720947,0.0014945451628725786,0.1155654917426463,0.06653387807220346,0.0,0.1155654917426463,0.12092526214516755,0.20615845772642505,20.615845772642505,0.16764239980639248,0.11944207054318452,0.08671638718324053,0.0014945451628725786,0.22745345884237142,0.518398849035038,0.06587479575155326,1.794089607750242,0.16341609394909862,0.47210269137231214,4.407945952900087,1,216,6.006848699380455,165.43223194153646,331.1073048568191,46.67217736432825,875.4164006967861,111.90234342283894,334.48395783682463,3.9880634859487736
5.215073138784948,277.64589475017823,873.2401211901023,64.56340728860367,3128.7459975226234,153.88594921229907,490.6819093615985,5.47341243409507,7.599999904632568,0.0018379314044436638,0.11264408689831766,0.0655405393326309,0.0,0.11264408689831766,0.12053814763871555,0.2062682401114811,20.62682401114811,0.16471720065923115,0.11933045956192104,0.08693778054956006,0.0018379314044436638,0.3341173463268481,0.5069420052582523,0.0611892231212472,1.4623839730051382,0.15166933711002933,0.46503802416815393,6.688977435424708,2,229,5.482018996043834,257.2213406986867,327.8046231492306,43.83931472439529,845.2291578759105,109.41567706635938,333.17875410378525,6.733367036040717
6.070101126328427,358.8526191309034,780.1403333842544,58.749965707049924,2302.558219421395,134.32487635178552,530.7079301061817,8.07412279338929,9.033333778381348,0.004100166542838321,0.11187962974224994,0.07247257645483823,0.0,0.11187962974224994,0.12228439700396644,0.22688513221378392,22.688513221378393,0.17623019457175162,0.11863455217738617,0.10825058003639776,0.004100166542838321,0.34419733702511246,0.4794181402730186,0.06487540671371322,1.2882073213063567,0.15508510134817838,0.5860413347005103,5.921513127574078,3,272,5.642997891104875,375.6780624581919,358.463098070346,38.63046476356807,902.518212997601,90.99482570806836,348.96194237158227,10.789199081821403
9.765487064731891,281.42387408859025,835.0795227443348,69.30901947757204,2604.0424754752926,167.74572568418074,462.0601646649013,5.62952528175219,6.666666507720947,0.00600263333187321,0.11558443333625984,0.08497791108126274,0.0,0.11558443333625984,0.12505453355462956,0.20754324885173253,20.754324885173254,0.16757274923075105,0.11932775597724206,0.08821549287449047,0.00600263333187321,0.24790532266568124,0.5114709967769614,0.07169348948916861,1.3098413378825218,0.18555298921385074,0.47795656576077616,4.4999270552783575,4,201,5.817913816226921,148.93552047512912,306.8610147207337,49.990308761924915,833.1428533818165,128.80035176321817,333.2686864199441,3.771120216860804
7.30329077147268,280.3793103827046,709.9700691474665,64.874074918793,2049.355935523873,135.15270608657937,501.69285108537565,5.281260880755498,7.733333110809326,0.0008694227595113436,0.12429985859457446,0.07925772671580218,0.0,0.12429985859457446,0.12002074743065966,0.2068982504608592,20.689825046085918,0.16352603840124214,0.11945829682070624,0.08743995364015295,0.0008694227595113436,0.34730094289932834,0.5165444693869834,0.06955086086788793,1.6234044503827585,0.17932241586895017,0.5378599671042273,7.400171582271717,5,233,4.546406130058659,479.6836413052575,425.210651272677,46.41559626124596,1117.5657886292993,119.92970085181743,358.947229288938,13.092229326699133
5.481057764325622,290.3189916695509,768.991731404179,58.43118012782547,2920.699135402657,129.70155319622697,558.9916140907995,6.255098378654131,9.566666603088379,0.0012635632743705101,0.12242673825688194,0.07613204418168647,0.0,0.12242673825688194,0.11951486871585902,0.22684501861088582,22.68450186108858,0.1707420252253152,0.11949091496572657,0.10735410364515925,0.0012635632743705101,0.3608697407953999,0.6422653672540487,0.06797174589153628,1.7071814195875803,0.1651861756307823,0.6502631462674726,6.441479458371626,6,288,5.097982387779945,239.49551033864424,335.65845166441477,40.63708687421645,1180.3280223334882,106.20978774198524,388.7615617644377,6.990236875011943
6.656588883174999,299.0784641975851,779.4844752190371,67.7676368607543,2702.718163600025,166.25289591705214,512.7751509655559,5.893394733523473,7.566666603088379,0.0013831854953359958,0.1257544125581162,0.08012188209344812,0.0,0.1257544125581162,0.12025833495323689,0.21095597724924894,21.095597724924893,0.16353665661340075,0.11896817787463682,0.09198779937461213,0.0013831854953359958,0.3089609560080106,0.47424740350870875,0.06927456820842717,1.3954089670638523,0.19189706499928746,0.5241775702592784,6.58689814437539,7,228,5.443860139377158,468.0362790481839,395.5925648701194,46.703868014297036,860.080881325884,125.26972077849938,353.3925685696415,12.827684295691668
4.584749678846134,348.263515383558,733.0963868412422,55.54099506733398,2696.9852693768416,138.71019734352788,555.40998662371,8.24364484030547,10.0,0.0009131059206597576,0.1151318200119921,0.06222414293602114,0.0,0.1151318200119921,0.12027960508895189,0.22215609599994807,22.215609599994806,0.16230880454047036,0.11945717411548529,0.10269892188446278,0.0009131059206597576,0.2530098900703936,0.4096664580280468,0.05998714456487183,1.2717590791602456,0.1722489568709585,0.5998714335153265,7.7967304810707905,8,301,3.8423064767738575,193.57640699584604,272.7067665812396,36.60994061340917,838.3117578270001,121.45747538582854,366.0995275007326,7.118300325695428
4.28128794323342,263.3416341242853,860.5918910545537,65.82552112102505,2550.0049127661446,166.38690335957085,491.4973559705705,4.720552429522776,7.4666666984558105,0.0004055360995415445,0.11491551545668584,0.0722624772672896,0.0,0.11491551545668584,0.11941203703182958,0.20749461836046332,20.749461836046333,0.16384611639250782,0.11938586015329683,0.08810875820716649,0.0004055360995415445,0.3999969365912454,0.5003577167036897,0.06391693121424946,1.2397672907396293,0.17840199636980775,0.47724634403748867,8.21238182197005,9,225,3.9401763203526388,307.2384344388594,339.4558081029775,44.03331043839143,867.2431485945436,124.47912964048038,328.7819902722926,9.873078806350437
