trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
0,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
1,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
1,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
2,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
2,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
3,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
3,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
4,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
4,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
5,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
5,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
6,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
6,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
7,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
7,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
8,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
8,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
9,0,False,-14.512564659118652,86.4351806640625,0.33502197265625,-88.89004516601562,-6.696540832519531,62.227134704589844,0.2553609017193209
9,1,True,-14.753582954406738,83.40045166015625,-2.150798797607422,-89.92355346679688,-6.877917289733887,63.55461502075195,0.2571002217765489
