predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.2926778647271805,5.551115123125783e-17,0.29267786472718055,0.29267786472718055,0.0
