episode_idx,window_start_step,window_end_step,num_window_steps,eef_z_window_mean,eef_z_window_max,action.shoulder_pan.pos.mean,action.shoulder_pan.pos.std,action.shoulder_pan.pos.min,action.shoulder_pan.pos.max,state.shoulder_pan.pos.mean,state.shoulder_pan.pos.std,state.shoulder_pan.pos.min,state.shoulder_pan.pos.max,action.shoulder_lift.pos.mean,action.shoulder_lift.pos.std,action.shoulder_lift.pos.min,action.shoulder_lift.pos.max,state.shoulder_lift.pos.mean,state.shoulder_lift.pos.std,state.shoulder_lift.pos.min,state.shoulder_lift.pos.max,action.elbow_flex.pos.mean,action.elbow_flex.pos.std,action.elbow_flex.pos.min,action.elbow_flex.pos.max,state.elbow_flex.pos.mean,state.elbow_flex.pos.std,state.elbow_flex.pos.min,state.elbow_flex.pos.max,action.wrist_flex.pos.mean,action.wrist_flex.pos.std,action.wrist_flex.pos.min,action.wrist_flex.pos.max,state.wrist_flex.pos.mean,state.wrist_flex.pos.std,state.wrist_flex.pos.min,state.wrist_flex.pos.max,action.wrist_roll.pos.mean,action.wrist_roll.pos.std,action.wrist_roll.pos.min,action.wrist_roll.pos.max,state.wrist_roll.pos.mean,state.wrist_roll.pos.std,state.wrist_roll.pos.min,state.wrist_roll.pos.max,action.gripper.pos.mean,action.gripper.pos.std,action.gripper.pos.min,action.gripper.pos.max,state.gripper.pos.mean,state.gripper.pos.std,state.gripper.pos.min,state.gripper.pos.max,num_steps,eef_z_start,eef_z_min,eef_z_max,eef_z_end,eef_z_range,peak_episode_step,peak_frame_index,video_path,found,cx,cy,area,fill_ratio,aspect,num_found_frames,reason,grid_x,grid_y,grid_id,grid_center_cx,grid_center_cy,trajectory_label,auto_region_idx,auto_region_id,auto_region_center_cx,auto_region_center_cy
0,127,137,11,0.07512695694931425,0.10108588382689847,-16.079476269808683,0.5707436923243238,-16.874237060546875,-15.115995407104492,-16.514596592296254,0.3778962587380073,-16.923076629638672,-15.799756050109863,46.656851681795985,0.1420171502234753,46.5587043762207,46.96356201171875,43.27651630748402,0.1147650646797834,43.22916793823242,43.61979293823242,-55.444710124622695,4.84457458077522,-61.90108108520508,-46.59968948364258,-38.71260157498446,6.605084776046191,-48.080989837646484,-27.712299346923828,-91.57177873091264,0.48847347901356103,-91.86467742919922,-90.25372314453125,100.0,0.0,100.0,100.0,-12.10567214272239,1.2213161690290362,-14.188034057617188,-10.573870658874512,-13.890554081309926,0.9899117727650389,-15.067154884338379,-12.185592651367188,3.7382164001464844,0.057335596005417086,3.6948747634887695,3.8140642642974854,20.89093780517578,0.0,20.89093780517578,20.89093780517578,292,0.016054629966453363,-0.0006411467842273033,0.17936322718491013,0.016185899790424715,0.18000437396913743,172,172,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,502.1973146608059,308.92239156923483,2601.25,0.8639166666666667,0.8333333333333334,4,,3,3,cell_x03_y03,474.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
1,110,120,11,0.013945427334834504,0.03292583627288086,-17.06071697581898,0.6795672513321548,-18.14407730102539,-16.190475463867188,-17.65123748779297,0.5851376859779284,-18.290597915649414,-16.630037307739258,51.82186300104315,1.8485894229247148,47.098514556884766,53.03643798828125,47.715436068448156,2.8426344968680874,42.44791793823242,50.26041793823242,-23.61247695576061,9.733755630824296,-40.494590759277344,-9.89180850982666,-8.052419142289596,4.01931785602,-16.893321990966797,-4.684194564819336,-75.00823835893111,5.424341159352272,-84.93757629394531,-68.98912811279297,100.0,0.0,100.0,100.0,-17.042957045815207,0.9316606000118348,-18.095237731933594,-15.409035682678223,-18.366078116677024,0.35364280067829845,-18.58363914489746,-17.460317611694336,3.6948747634887695,0.0,3.6948747634887695,3.6948747634887695,20.89093780517578,0.0,20.89093780517578,20.89093780517578,270,0.016089648879071966,0.0013037684522100856,0.2078567643728234,0.016596334306722693,0.20655299592061332,155,155,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,475.8746731146458,317.71014127245166,1958.25,0.9272017045454546,1.0909090909090908,4,,3,3,cell_x03_y03,474.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
2,107,117,11,0.005804888629942015,0.017939149294838835,-20.64824052290483,0.8444186451027713,-21.514041900634766,-19.41391944885254,-21.114441438154742,0.36418870996373065,-21.367521286010742,-20.146520614624023,46.70592602816495,7.747201976804146,34.682861328125,56.81511306762695,39.59517045454545,5.775375191666708,32.68229293823242,50.26041793823242,-13.622312719171697,4.626715104928768,-22.797527313232422,-9.041730880737305,-8.893101518804377,0.24890250276175738,-9.33816909790039,-8.612874031066895,-69.67012162642045,2.5089643838739075,-75.6745834350586,-67.86145782470703,100.0,0.0,100.0,100.0,-21.67388187755238,0.4303828601908174,-22.148962020874023,-20.58608055114746,-21.514041900634766,0.0,-21.514041900634766,-21.514041900634766,3.7707226276397705,0.13705828935782655,3.5756852626800537,3.933253765106201,20.946794683283027,0.0342052124968963,20.89093780517578,20.967741012573242,283,0.016485849967356206,-0.0012275229494647238,0.1919772299905544,0.015934771952484383,0.1932047529400191,152,152,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,509.43657019491735,320.52717364470294,1743.5,0.9142681623931624,1.2564102564102564,4,,4,3,cell_x04_y03,538.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
3,112,122,11,0.043752779414540074,0.0718703686441885,-21.078921231356535,0.4764684539511437,-21.46520233154297,-20.0,-21.376401554454457,0.12110700843396849,-21.514041900634766,-21.074481964111328,47.47883571277965,0.19782320803681905,47.3684196472168,48.04318618774414,44.140625,0.0,44.140625,44.140625,-43.845720984719016,6.919747369985649,-53.245750427246094,-31.143739700317383,-25.272671959616922,7.68272813690718,-37.14112854003906,-13.387730598449707,-84.4909009066495,2.4610199029820365,-86.46797943115234,-79.0575942993164,100.0,0.0,100.0,100.0,-16.06171599301425,2.1093710665377783,-19.316238403320312,-12.673993110656738,-18.730158719149504,1.4500270182303672,-20.146520614624023,-15.94627571105957,3.5865206718444824,0.034264572339456636,3.5756852626800537,3.6948747634887695,20.904902024702594,0.02962258296415715,20.89093780517578,20.967741012573242,278,0.01583960241737334,0.0027055371001809547,0.1841863022041023,0.01676672005222321,0.18148076510392133,157,157,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,517.311401968341,316.2150451816329,2149.5,0.9062011054421768,1.03125,4,,4,3,cell_x04_y03,538.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
4,128,138,11,0.07475775802007655,0.10341315373803864,-17.882118051702324,0.7304582652457301,-19.169719696044922,-16.825397491455078,-18.654678518121894,0.8341534667809214,-19.853479385375977,-17.41147804260254,48.619801954789594,0.813980188478186,48.04318618774414,50.47233581542969,44.69696946577592,0.3515444594172434,44.53125,45.703125,-55.59224354137074,5.574891943417453,-63.60123825073242,-45.51777267456055,-37.69059597362172,6.8542220699782135,-47.657901763916016,-26.201269149780273,-83.21678300337358,0.9606196510276244,-83.80990600585938,-80.74909210205078,100.0,0.0,100.0,100.0,-9.299589070406826,1.7993799355213478,-12.234432220458984,-6.520146369934082,-12.25663219798695,1.7126796050469237,-14.871794700622559,-9.4993896484375,3.52150821685791,0.05934798019155808,3.456495761871338,3.5756852626800537,20.960758902809836,0.022079369725660866,20.89093780517578,20.967741012573242,279,0.01666952783378524,-0.0005320089704640707,0.17404816283600136,0.01646743276178271,0.17458017180646543,173,173,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,521.9745744626069,309.8104062944484,2579.0,0.8852586206896552,0.8620689655172413,4,,4,3,cell_x04_y03,538.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
5,117,127,11,0.04268429440206677,0.06636027170013911,-16.91419688138095,0.2523388761409082,-17.118436813354492,-16.434677124023438,-17.07403703169389,0.13728192849549772,-17.21611785888672,-16.77655601501465,68.16341608220881,0.42851840235666516,66.93656921386719,68.42105102539062,64.79640024358577,1.697047882304044,60.67708206176758,65.88541412353516,-29.527891505848277,6.50306888782672,-38.794437408447266,-18.856260299682617,-12.46462817625566,5.943003755146558,-22.27259063720703,-4.502871036529541,-75.41097606312145,1.6766477201399967,-76.80225372314453,-71.88884735107422,100.0,0.0,100.0,100.0,-10.294150265780361,1.2276591607329745,-12.332112312316895,-8.424908638000488,-12.620712540366434,1.3125754217274095,-14.774114608764648,-10.622710227966309,3.5756852626800537,0.0,3.5756852626800537,3.5756852626800537,20.946794683283027,0.0342052124968963,20.89093780517578,20.967741012573242,295,0.016370642496905133,0.003540267404065739,0.1779648832838691,0.01610462405270424,0.17442461587980337,162,162,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,478.3885863636866,316.6248850965899,2033.0,0.9341128970089423,1.0326086956521738,4,,3,3,cell_x03_y03,474.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
6,128,138,11,0.06086136552587848,0.0843024665522708,-18.01087778264826,0.6174639530974902,-18.632478713989258,-17.069597244262695,-18.428238435225055,0.3023770092006031,-18.632478713989258,-17.704517364501953,53.58851727572355,1.934759421945797,50.06747817993164,55.870445251464844,48.946495749733664,2.3129388605413874,44.66145706176758,51.953125,-45.658282886851914,4.383362949798007,-52.31839370727539,-38.17619705200195,-29.66290283203125,5.332302788902486,-37.0806884765625,-20.39891242980957,-79.12349492853338,0.1640640896459465,-79.21868896484375,-78.65485382080078,100.0,0.0,100.0,100.0,-12.15007209777832,1.8824991204321155,-14.774114608764648,-9.059828758239746,-14.578754771839488,1.1334104291512999,-15.84859561920166,-12.380952835083008,3.5865206718444824,0.034264572339456636,3.5756852626800537,3.6948747634887695,20.897919914939187,0.02207936972566087,20.89093780517578,20.967741012573242,285,0.016008294515831162,0.0014471871404964365,0.18405142414172704,0.016292741636960387,0.1826042370012306,173,173,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,493.97788869532087,291.8781961765709,2508.25,0.8738392857142857,0.8774630541871922,4,,3,3,cell_x03_y03,474.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
7,115,125,11,0.0171087301688738,0.04095501249021626,-19.39615925875577,0.5538449274841797,-20.244199752807617,-18.53479766845703,-20.07547985423695,0.5220356505176713,-20.830280303955078,-19.169719696044922,45.65084041248668,5.659565573903038,36.7071533203125,53.846153259277344,38.754735079678625,4.6638554708688265,33.07291793823242,47.00520706176758,-30.35689215226607,5.528394939038944,-38.794437408447266,-21.561050415039062,-16.008681557395242,3.4010812967289863,-22.6956787109375,-12.239347457885742,-72.09387415105647,1.968327443892681,-74.78855895996094,-68.82803344726562,100.0,0.0,100.0,100.0,-15.084915334528143,1.76467701392551,-18.046398162841797,-12.136752128601074,-17.828837741505016,1.6423572842875866,-20.0,-15.213675498962402,3.5106728076934814,0.05934798019155808,3.456495761871338,3.5756852626800537,20.918866244229402,0.036945852121054175,20.89093780517578,20.967741012573242,279,0.016004934686583483,-0.0005434864134057082,0.1723649745614388,0.01657227933649609,0.1729084609748445,160,160,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,517.0084609376115,300.8256252798235,2562.25,0.8835344827586207,0.8547632963179427,4,,4,3,cell_x04_y03,538.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
8,120,130,11,0.03746925457767323,0.06196447689039031,-15.821955854242498,0.3662938441208724,-16.239316940307617,-14.969474792480469,-16.07059600136497,0.11475481015876246,-16.14163589477539,-15.799756050109863,57.79658924449574,0.7416063883013154,55.73549270629883,58.164642333984375,53.633995749733664,2.1398679847757696,48.69791793823242,55.20833206176758,-33.99606548656117,7.352362156369919,-45.672332763671875,-22.56568717956543,-16.591114824468438,5.862373292932466,-26.624357223510742,-8.673315048217773,-75.3304276899858,3.095131819490692,-79.70197296142578,-70.19734191894531,100.0,0.0,100.0,100.0,-10.86247071352872,1.314556260541124,-12.234432220458984,-8.278388023376465,-12.918193123557351,0.77054243445752,-14.2368745803833,-11.5018310546875,3.6948747634887695,0.0,3.6948747634887695,3.6948747634887695,20.89093780517578,0.0,20.89093780517578,20.89093780517578,278,0.016379163932765367,-0.00015231215279676302,0.16750645983266832,0.015382415228148275,0.16765877198546508,165,165,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,473.34811293999485,301.1682199674126,2457.0,0.8980263157894737,0.8421052631578947,4,,3,3,cell_x03_y03,474.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
9,117,127,11,0.015548729091332677,0.030173875909365266,-18.756798484108664,0.2858201848888787,-19.120878219604492,-18.33943748474121,-19.0054387179288,0.1603326867205878,-19.21855926513672,-18.73015785217285,46.59550961581144,2.8161868679105897,41.70040512084961,50.47233581542969,41.015624653209336,3.745097020034151,34.765625,46.09375,-26.12055639787154,5.659149846590094,-35.78052520751953,-18.392581939697266,-13.772356380115856,1.8867086053808528,-18.2230281829834,-12.299788475036621,-72.97257856889205,3.82138852493131,-79.0575942993164,-67.4587173461914,100.0,0.0,100.0,100.0,-14.276834314519709,0.5755587804153304,-15.65323543548584,-13.55311393737793,-15.79531565579501,0.8475873229247202,-16.874237060546875,-14.627594947814941,3.8140642642974854,0.0,3.8140642642974854,3.8140642642974854,20.897919914939187,0.02207936972566087,20.89093780517578,20.967741012573242,295,0.0157367702176939,-0.0016300190001627135,0.17088774688503452,0.016144419550903094,0.17251776588519724,162,162,/home/bruce/.cache/huggingface/lerobot/ethanCSL/svla_koch_pick_n_place_vla_steering_height_test4_fix_dataset/videos/observation.images.top/chunk-000/file-000.mp4,True,505.9569724048568,295.38528399559596,2501.25,0.908734587585034,0.8583959899749374,4,,3,3,cell_x03_y03,474.0,312.5,high,4,region_04,495.8978845282013,308.02278047408987
