trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
0,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
1,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
1,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
2,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
2,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
3,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
3,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
4,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
4,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
5,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
5,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
6,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
6,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
7,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
7,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
8,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
8,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
9,0,False,-8.587038040161133,85.32615661621094,0.8809890747070312,-88.81292724609375,-4.828507423400879,59.65947723388672,0.25355103777978744
9,1,True,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
