trial,chunk_action_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
0,1,-8.603652954101562,79.35139465332031,-0.3898582458496094,-92.25081634521484,-5.302950382232666,62.62867736816406,0.2503303932757463
0,2,-8.127540588378906,75.110595703125,-2.4264965057373047,-93.49549865722656,-5.340192794799805,64.50227355957031,0.24978782183319637
0,3,-8.634020805358887,72.48653411865234,-5.568463325500488,-92.89410400390625,-5.653744697570801,68.71768188476562,0.25307745951442395
0,4,-8.555777549743652,69.76547241210938,-9.246910095214844,-92.35475158691406,-5.46601676940918,68.1871109008789,0.2569745404988858
0,5,-8.488004684448242,64.93563842773438,-13.587799072265625,-92.58643341064453,-5.379128932952881,69.47430419921875,0.2596757974140749
0,6,-7.304987907409668,61.5894889831543,-20.805734634399414,-92.12952423095703,-4.678609371185303,73.13482666015625,0.26796003689143705
0,7,-7.0618743896484375,61.0010986328125,-23.12842559814453,-92.44313049316406,-5.062246322631836,78.33407592773438,0.2709465101098703
0,8,-6.202373504638672,59.325927734375,-24.45100212097168,-93.83317565917969,-5.06410026550293,77.73472595214844,0.2717538941258591
0,9,-5.2433671951293945,58.695011138916016,-24.63387107849121,-94.4188003540039,-5.033304214477539,76.91686248779297,0.27158808530207923
0,10,-4.812499046325684,56.891151428222656,-26.47977066040039,-95.13482666015625,-4.928186416625977,76.221435546875,0.27282324749058917
0,11,-4.734016418457031,55.56086730957031,-27.54532814025879,-95.88680267333984,-4.8707275390625,76.08586883544922,0.2733289382292219
0,12,-4.467473030090332,53.914146423339844,-28.51959991455078,-96.4027328491211,-4.800487995147705,75.81790161132812,0.2733059467917121
0,13,-3.840456247329712,52.51922607421875,-28.833629608154297,-96.43145751953125,-4.694127082824707,75.19320678710938,0.272389416144446
0,14,-3.613666296005249,51.50350570678711,-28.98186492919922,-97.34741973876953,-4.712467193603516,74.67066955566406,0.2717583428408942
0,15,-3.780813455581665,50.95555114746094,-28.91809844970703,-97.8414077758789,-4.76197624206543,75.07266235351562,0.2711611320290824
0,16,-3.7742738723754883,51.978885650634766,-27.22091293334961,-98.49312591552734,-4.929477691650391,74.15379333496094,0.26956036800632877
0,17,-3.9625213146209717,50.494842529296875,-27.021167755126953,-99.58454132080078,-5.003540992736816,73.84066772460938,0.2676391731157833
0,18,-4.234949588775635,50.610042572021484,-25.675609588623047,-100.23776245117188,-4.9125213623046875,73.23701477050781,0.2653889598119438
0,19,-3.860734462738037,50.11392593383789,-24.52682113647461,-101.57763671875,-4.9335737228393555,72.8613052368164,0.26256948122897866
0,20,-3.7225513458251953,48.37730407714844,-25.23766326904297,-101.5035629272461,-4.740103721618652,73.15667724609375,0.26180646023616866
0,21,-3.530092239379883,46.726356506347656,-26.037372589111328,-101.00101470947266,-4.544981002807617,72.17802429199219,0.2613470251773322
0,22,-3.451003074645996,47.36142349243164,-24.232276916503906,-101.10389709472656,-4.619174003601074,71.5863265991211,0.25869422371198925
