trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
1,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
2,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
3,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
4,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
5,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
6,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
7,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
8,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
9,True,6,1,1,debug_runs/20260603_164150_HIGH_current/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,-8.82154369354248,81.90528869628906,-1.605844497680664,-90.12798309326172,-4.94705867767334,61.137855529785156,0.2549322946249706
