predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.25493229462497063,5.551115123125783e-17,0.2549322946249706,0.2549322946249706,0.0
