trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
0,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
1,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
1,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
2,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
2,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
3,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
3,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
4,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
4,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
5,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
5,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
6,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
6,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
7,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
7,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
8,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
8,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
9,0,False,-14.543994903564453,85.14019775390625,-1.1897411346435547,-89.21371459960938,-6.745975494384766,63.51165771484375,0.25686958930346476
9,1,True,-14.75788688659668,82.18299865722656,-3.356821060180664,-90.30905151367188,-6.926100730895996,65.01207733154297,0.25812342996781756
