predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.2581234299678176,5.551115123125783e-17,0.25812342996781756,0.25812342996781756,0.0
