predicted_chunk_fk_eef_z_max_mean,predicted_chunk_fk_eef_z_max_std,predicted_chunk_fk_eef_z_max_min,predicted_chunk_fk_eef_z_max_max,predicted_chunk_fk_eef_z_max_range
0.07489018439055077,1.3877787807814457e-17,0.07489018439055078,0.07489018439055078,0.0
