trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,task,lift_eef_z,predicted_action_eef_z,mapped_obs_values.0,mapped_obs_values.1,mapped_obs_values.2,mapped_obs_values.3,mapped_obs_values.4,mapped_obs_values.5
1,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
2,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
3,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
4,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
5,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
6,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
7,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
8,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
9,True,2,2,2,debug_runs/20260529_112158_high/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,-14.813578605651855,82.63246154785156,1.8133296966552734,-91.82571411132812,-7.0660858154296875,66.30165100097656,Put the red cube in the box.,0.10457579273633269,0.02344193156333066,-14.610893249948264,80.40802770652573,5.323302347576053,100.0,-7.165601411680417,56.590431813295936
0,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
1,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
2,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
3,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
4,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
5,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
6,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
7,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
8,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
9,True,3,2,2,debug_runs/20260529_112158_high/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,-15.008691787719727,81.88591766357422,0.9815940856933594,-91.83654022216797,-7.223848342895508,65.89081573486328,Put the red cube in the box.,0.07158760308163686,0.024125747209150228,-14.803534133772178,79.67209803145319,4.561091477874891,100.0,-7.316736164740553,56.351808552208425
0,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
1,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
2,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
3,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
4,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
5,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
6,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
7,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
8,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
9,True,4,2,2,debug_runs/20260529_112158_high/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,-14.9218111038208,82.1825180053711,0.8836193084716797,-92.06037902832031,-7.2083740234375,63.794952392578125,Put the red cube in the box.,0.07887344831233473,0.024553830322744274,-14.717754323530073,79.96448136987712,4.471306407750807,100.0,-7.301911938179107,55.13447940161903
0,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
1,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
2,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
3,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
4,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
5,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
6,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
7,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
8,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
9,True,5,2,2,debug_runs/20260529_112158_high/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,-14.517372131347656,81.1242904663086,-0.8111057281494141,-91.78838348388672,-7.235111236572266,64.890625,Put the red cube in the box.,0.11005045183422023,0.026396994629422174,-14.318440036897403,78.92129949487061,2.9182433585765817,100.0,-7.327525892072655,55.77087309084817
0,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
1,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
2,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
3,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
4,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
5,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
6,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
7,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
8,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
9,True,6,2,2,debug_runs/20260529_112158_high/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,-14.639288902282715,82.24528503417969,1.279388427734375,-91.89054107666016,-7.2509565353393555,65.70057678222656,Put the red cube in the box.,0.10936583204902864,0.023963501078039684,-14.438811988484547,80.02635598982809,4.833993204634744,100.0,-7.342705512701179,56.24131307382969
0,True,7,2,2,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-14.730177879333496,81.42195892333984,0.3174476623535156,-91.89266967773438,-7.056034088134766,66.3213882446289,Put the red cube in the box.,0.10251846289148103,0.024792914354057644,-14.528549302403315,79.21473576228361,3.952461023351815,100.0,-7.155971968320523,56.60189569148186
1,True,7,2,2,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-14.730177879333496,81.42195892333984,0.3174476623535156,-91.89266967773438,-7.056034088134766,66.3213882446289,Put the red cube in the box.,0.10251846289148103,0.024792914354057644,-14.528549302403315,79.21473576228361,3.952461023351815,100.0,-7.155971968320523,56.60189569148186
2,True,7,2,2,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-14.730177879333496,81.42195892333984,0.3174476623535156,-91.89266967773438,-7.056034088134766,66.3213882446289,Put the red cube in the box.,0.10251846289148103,0.024792914354057644,-14.528549302403315,79.21473576228361,3.952461023351815,100.0,-7.155971968320523,56.60189569148186
3,True,7,2,2,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-14.730177879333496,81.42195892333984,0.3174476623535156,-91.89266967773438,-7.056034088134766,66.3213882446289,Put the red cube in the box.,0.10251846289148103,0.024792914354057644,-14.528549302403315,79.21473576228361,3.952461023351815,100.0,-7.155971968320523,56.60189569148186
4,True,7,2,2,debug_runs/20260529_112158_high/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,-14.730177879333496,81.42195892333984,0.3174476623535156,-91.89266967773438,-7.056034088134766,66.3213882446289,Put the red cube in the box.,0.10251846289148103,0.024792914354057644,-14.528549302403315,79.21473576228361,3.952461023351815,100.0,-7.155971968320523,56.60189569148186
