trial,seq_pos,is_decision_step,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z,mapped_obs_values.0,mapped_obs_values.1,mapped_obs_values.2,mapped_obs_values.3,mapped_obs_values.4,mapped_obs_values.5
39,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
39,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
40,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
40,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
40,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
41,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
41,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
41,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
42,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
42,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
42,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
43,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
43,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
43,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
44,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
44,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
44,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
45,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
45,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
45,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
46,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
46,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
46,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
47,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
47,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
47,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
48,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
48,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
48,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
49,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
49,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
49,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
50,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
50,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
50,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
51,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
51,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
51,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
52,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
52,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
52,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
53,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
53,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
53,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
54,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
54,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
54,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
55,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
55,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
55,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
56,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
56,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
56,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
57,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
57,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
57,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
58,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
58,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
58,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
59,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
59,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
59,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
60,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
60,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
60,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
61,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
61,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
61,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
62,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
62,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
62,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
63,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
63,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
63,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
64,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
64,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
64,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
65,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
65,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
65,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
66,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
66,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
66,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
67,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
67,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
67,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
68,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
68,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
68,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
69,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
69,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
69,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
70,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
70,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
70,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
71,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
71,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
71,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
72,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
72,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
72,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
73,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
73,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
73,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
74,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
74,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
74,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
75,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
75,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
75,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
76,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
76,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
76,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
77,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
77,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
77,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
78,0,False,-6.959386825561523,79.84761047363281,-2.7812442779541016,-88.63634490966797,-3.4362540245056152,61.181610107421875,0.028516907065863878,-6.856222703327771,77.66277107883383,1.1127885990506257,100.0,-3.688262780109652,53.6165857107451
78,1,False,-7.265102386474609,76.87147521972656,-5.442590713500977,-89.76828002929688,-3.5843493938446045,62.20094680786133,0.03021031591212489,-7.158064512419553,74.72894991104096,-1.3260960110098634,100.0,-3.830136502811305,54.208641621393184
78,2,True,-7.055764198303223,74.62063598632812,-4.568291664123535,-91.7779312133789,-3.9392623901367188,63.44166946411133,0.026451607027757076,-6.951378868937993,72.51011265235935,-0.52487957874219,100.0,-4.170139220275773,54.92928395850426
