predicted_chunk_fk_eef_z_max_mean,predicted_chunk_fk_eef_z_max_std,predicted_chunk_fk_eef_z_max_min,predicted_chunk_fk_eef_z_max_max,predicted_chunk_fk_eef_z_max_range
0.29718433601986194,5.551115123125783e-17,0.297184336019862,0.297184336019862,0.0
