predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.25351258274675886,5.551115123125783e-17,0.2535125827467588,0.2535125827467588,0.0
