trial,is_decision_step,episode_idx,seq_pos,chunk_idx,source_path,action_values.0,action_values.1,action_values.2,action_values.3,action_values.4,action_values.5,predicted_action_eef_z
0,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
0,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
1,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
1,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
2,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
2,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
3,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
3,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
4,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
4,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
5,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
5,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
6,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
6,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
7,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
7,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
8,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
8,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
9,False,5,0,0,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,-11.45256519317627,87.03633117675781,2.9056644439697266,-88.21471405029297,-5.120208740234375,58.46990203857422,0.251505064819193
9,True,5,1,1,debug_runs/20260602_174247_high_new/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,-11.778905868530273,83.79981231689453,0.1619434356689453,-89.25752258300781,-5.26186990737915,60.15052032470703,0.2535125827467588
