episode_idx,step_idx,obs_shoulder_pan,act_shoulder_pan,obs_shoulder_lift,act_shoulder_lift,obs_elbow_flex,act_elbow_flex,obs_wrist_flex,act_wrist_flex,obs_wrist_roll,act_wrist_roll,obs_gripper,act_gripper
0,34,-7.496947288513184,-7.826053619384766,35.80729293823242,36.276451110839844,-25.355093002319336,-30.279869079589844,100.0,-91.59304809570312,-5.934065818786621,-6.682541847229004,46.2365608215332,46.980220794677734
0,35,-7.545787334442139,-7.829933166503906,35.67708206176758,36.31332778930664,-25.355093002319336,-28.981584548950195,100.0,-89.85934448242188,-6.080585956573486,-6.771418571472168,46.2365608215332,46.94924545288086
0,36,-7.545787334442139,-8.00595474243164,35.67708206176758,36.47224426269531,-25.355093002319336,-28.495323181152344,100.0,-89.36898803710938,-6.227106094360352,-6.894643783569336,46.2365608215332,46.959129333496094
0,37,-7.545787334442139,-8.007015228271484,35.67708206176758,36.089664459228516,-25.29465103149414,-27.08470916748047,100.0,-87.67315673828125,-6.324786186218262,-7.048709869384766,46.2365608215332,46.864192962646484
0,38,-7.643467426300049,-7.960360527038574,35.67708206176758,35.5879020690918,-25.29465103149414,-25.425758361816406,100.0,-85.19966888427734,-6.471306324005127,-7.036896705627441,46.2365608215332,46.89023208618164
0,39,-7.692307472229004,-7.810530662536621,35.546875,35.637481689453125,-25.052886962890625,-24.028118133544922,100.0,-82.97189331054688,-6.520146369934082,-6.904227256774902,46.2365608215332,46.70281982421875
0,40,-7.692307472229004,-7.758493423461914,35.28645706176758,35.616233825683594,-24.26715087890625,-21.772916793823242,100.0,-79.96195983886719,-6.617826461791992,-6.826177597045898,46.2365608215332,46.63495635986328
0,41,-7.692307472229004,-7.831838607788086,35.28645706176758,35.84526062011719,-22.99788475036621,-19.69300079345703,100.0,-77.31259155273438,-6.666666507720947,-6.793596267700195,46.2365608215332,46.63639831542969
0,42,-7.692307472229004,-7.769900321960449,35.28645706176758,35.913719177246094,-21.3659725189209,-18.891027450561523,100.0,-76.16650390625,-6.666666507720947,-6.819435119628906,46.2365608215332,46.61871337890625
0,43,-7.692307472229004,-8.018351554870605,35.28645706176758,36.23191833496094,-19.069204330444336,-17.454496383666992,100.0,-74.6465072631836,-6.715506553649902,-6.991341590881348,46.2365608215332,46.69935989379883
0,44,-7.692307472229004,-8.057456016540527,35.28645706176758,36.53697204589844,-17.135086059570312,-16.14693260192871,100.0,-73.46761322021484,-6.764346599578857,-7.046403884887695,46.2365608215332,46.87627410888672
0,45,-7.741147518157959,-8.060660362243652,35.28645706176758,36.18600845336914,-15.503172874450684,-15.056373596191406,100.0,-71.91342163085938,-6.764346599578857,-6.966915130615234,46.2365608215332,46.422332763671875
0,46,-7.789987564086914,-8.062641143798828,35.28645706176758,36.148399353027344,-14.173466682434082,-13.988382339477539,100.0,-70.53260040283203,-6.764346599578857,-6.940349578857422,46.2365608215332,46.50196075439453
0,47,-7.838827610015869,-8.1474027633667,35.28645706176758,36.3988151550293,-13.085524559020996,-13.25804328918457,100.0,-69.53997802734375,-6.764346599578857,-7.070067405700684,46.3133659362793,46.43334197998047
0,48,-7.887667655944824,-8.351224899291992,35.28645706176758,36.27585220336914,-12.299788475036621,-12.45986557006836,100.0,-68.6249008178711,-6.8131866455078125,-6.9105224609375,46.2365608215332,46.34168243408203
0,49,-7.985347747802734,-8.368627548217773,35.28645706176758,36.27899932861328,-11.755817413330078,-12.922163009643555,100.0,-68.98124694824219,-6.862026691436768,-6.919955253601074,46.2365608215332,45.43498992919922
0,50,-8.083027839660645,-7.676785469055176,35.28645706176758,37.50334930419922,-11.33272933959961,-12.046478271484375,100.0,-69.30023193359375,-6.910866737365723,-6.761662483215332,46.2365608215332,42.84784698486328
0,51,-8.131868362426758,-7.792442321777344,35.41666793823242,38.187782287597656,-11.211846351623535,-11.593841552734375,100.0,-68.83585357666016,-6.910866737365723,-6.634551048278809,46.2365608215332,36.23552703857422
0,52,-8.083027839660645,-7.8148908615112305,35.67708206176758,38.48338317871094,-11.151405334472656,-10.954895973205566,100.0,-68.58332061767578,-6.910866737365723,-6.557657241821289,46.15975570678711,29.213987350463867
0,53,-8.034188270568848,-7.540457725524902,36.06770706176758,38.17608642578125,-10.909640312194824,-11.053054809570312,100.0,-68.26467895507812,-6.910866737365723,-6.508233070373535,45.852535247802734,21.378013610839844
0,54,-7.985347747802734,-7.711737632751465,36.45833206176758,38.80480194091797,-10.486552238464355,-11.013858795166016,100.0,-67.99526977539062,-6.910866737365723,-6.363872528076172,43.932411193847656,15.493976593017578
0,55,-7.887667655944824,-7.7703046798706055,36.58854293823242,39.528167724609375,-10.244787216186523,-11.146114349365234,100.0,-67.5137939453125,-6.862026691436768,-6.557168960571289,41.244239807128906,10.549114227294922
0,56,-7.838827610015869,-7.861269950866699,36.97916793823242,39.700767517089844,-10.06346321105957,-11.630806922912598,100.0,-67.1181411743164,-6.910866737365723,-6.638469696044922,37.32719039916992,6.281087875366211
0,57,-7.789987564086914,-7.860379219055176,37.36979293823242,39.980125427246094,-9.882139205932617,-11.639348030090332,100.0,-67.02374267578125,-6.959706783294678,-6.678404808044434,32.87250518798828,4.130474090576172
0,58,-7.838827610015869,-7.737024307250977,37.63020706176758,40.18383026123047,-9.821698188781738,-10.950552940368652,100.0,-66.82117462158203,-6.959706783294678,-6.638698577880859,28.341012954711914,3.3790817260742188
0,59,-7.838827610015869,-7.725336074829102,37.890625,40.404747009277344,-9.76125717163086,-11.316883087158203,100.0,-66.87991333007812,-6.959706783294678,-6.73383903503418,24.270353317260742,3.144174575805664
0,60,-7.838827610015869,-7.765467643737793,38.02083206176758,40.59663391113281,-9.70081615447998,-11.259868621826172,100.0,-66.55745697021484,-6.959706783294678,-6.689596176147461,21.12135124206543,3.645233154296875
0,61,-7.789987564086914,-7.812229156494141,38.02083206176758,40.92726135253906,-9.640375137329102,-11.008861541748047,100.0,-66.61034393310547,-6.959706783294678,-6.468560218811035,20.967741012573242,4.31591796875
0,62,-7.789987564086914,-7.863009452819824,38.28125,40.728118896484375,-9.640375137329102,-11.338833808898926,100.0,-66.29222869873047,-6.959706783294678,-6.590773582458496,20.89093780517578,3.681018829345703
0,63,-7.838827610015869,-7.970703125,38.41145706176758,41.22783660888672,-9.459051132202148,-11.715158462524414,100.0,-66.29444885253906,-6.959706783294678,-6.558712005615234,20.89093780517578,4.020435333251953
0,64,-7.838827610015869,-7.970863342285156,38.41145706176758,41.940704345703125,-9.39861011505127,-12.29339599609375,100.0,-66.2264404296875,-6.959706783294678,-6.685451507568359,20.89093780517578,3.962495803833008
0,65,-7.838827610015869,-7.9854021072387695,38.80208206176758,42.980491638183594,-9.39861011505127,-13.486342430114746,100.0,-66.26071166992188,-6.959706783294678,-6.655244827270508,20.89093780517578,3.810657501220703
0,66,-7.887667655944824,-8.051481246948242,39.453125,43.324790954589844,-9.39861011505127,-14.249216079711914,100.0,-66.50580596923828,-6.959706783294678,-6.911285400390625,20.89093780517578,3.796720504760742
0,67,-7.936507701873779,-8.086522102355957,40.10416793823242,43.92318344116211,-9.33816909790039,-15.745857238769531,100.0,-66.44368743896484,-6.959706783294678,-6.885744094848633,20.89093780517578,3.609586715698242
0,68,-7.985347747802734,-8.047708511352539,40.625,44.65032196044922,-9.33816909790039,-17.037376403808594,100.0,-66.87640380859375,-6.959706783294678,-6.767885208129883,20.89093780517578,3.809600830078125
0,69,-8.034188270568848,-8.115914344787598,41.14583206176758,45.448089599609375,-9.33816909790039,-19.219722747802734,100.0,-67.58504486083984,-6.959706783294678,-6.903369903564453,20.89093780517578,3.916088104248047
0,70,-8.034188270568848,-8.151407241821289,41.92708206176758,45.38728332519531,-9.39861011505127,-20.845779418945312,100.0,-67.78378295898438,-6.959706783294678,-6.7761945724487305,20.89093780517578,4.405586242675781
0,71,-8.083027839660645,-8.13066577911377,42.578125,45.66351318359375,-9.459051132202148,-21.617387771606445,100.0,-68.10397338867188,-6.959706783294678,-6.700270652770996,20.89093780517578,3.5126304626464844
0,72,-8.083027839660645,-8.089129447937012,42.70833206176758,46.03589630126953,-10.003022193908691,-23.67899513244629,100.0,-69.31172943115234,-6.959706783294678,-6.57855224609375,20.89093780517578,3.5936756134033203
0,73,-8.083027839660645,-8.090737342834473,42.83854293823242,46.22163772583008,-11.090964317321777,-26.611572265625,100.0,-70.53573608398438,-6.959706783294678,-6.403128623962402,20.89093780517578,3.551218032836914
0,74,-8.083027839660645,-8.024312973022461,42.96875,46.334869384765625,-12.420670509338379,-29.311838150024414,100.0,-71.84366607666016,-6.959706783294678,-6.194849967956543,20.89093780517578,3.8673934936523438
0,75,-8.083027839660645,-8.085433959960938,43.09895706176758,47.04482650756836,-14.173466682434082,-31.78058624267578,100.0,-73.06747436523438,-6.959706783294678,-6.103426456451416,20.89093780517578,3.7197837829589844
0,76,-8.083027839660645,-8.011801719665527,43.22916793823242,47.79265594482422,-16.107585906982422,-33.343021392822266,100.0,-73.94960021972656,-6.959706783294678,-5.946125507354736,20.89093780517578,3.650236129760742
0,77,-8.083027839660645,-8.129883766174316,43.75,48.11531066894531,-18.343910217285156,-34.70415496826172,100.0,-74.09190368652344,-6.959706783294678,-5.881782531738281,20.89093780517578,4.074892044067383
0,78,-8.083027839660645,-8.0799560546875,44.27083206176758,48.4405632019043,-20.580236434936523,-35.665489196777344,100.0,-74.64924621582031,-6.959706783294678,-5.827455520629883,20.89093780517578,3.8164291381835938
0,79,-8.083027839660645,-8.098690032958984,44.79166793823242,49.42463684082031,-22.635236740112305,-37.033164978027344,100.0,-74.94892883300781,-6.959706783294678,-5.905158042907715,20.89093780517578,3.72418212890625
0,80,-8.083027839660645,-8.17184829711914,45.44270706176758,50.409000396728516,-24.56935691833496,-38.35882568359375,100.0,-75.38792419433594,-6.8131866455078125,-5.806432723999023,20.89093780517578,4.493379592895508
0,81,-8.083027839660645,-8.151549339294434,46.35416793823242,52.33583068847656,-25.959505081176758,-40.375831604003906,100.0,-75.37320709228516,-6.666666507720947,-5.70832633972168,20.89093780517578,4.011638641357422
0,82,-8.083027839660645,-8.150106430053711,47.39583206176758,53.54270553588867,-27.1683292388916,-41.318336486816406,100.0,-75.19939422607422,-6.568986415863037,-5.61121129989624,20.89093780517578,4.256782531738281
0,83,-8.083027839660645,-8.146991729736328,48.828125,54.877479553222656,-28.256271362304688,-42.24650573730469,100.0,-75.01764678955078,-6.471306324005127,-5.536227226257324,20.89093780517578,3.977863311767578
0,84,-8.083027839660645,-7.98972225189209,50.13020706176758,55.447837829589844,-29.46509552001953,-43.11338806152344,100.0,-75.28617095947266,-6.373626232147217,-5.552199840545654,20.89093780517578,4.255510330200195
0,85,-8.083027839660645,-7.958539962768555,51.171875,56.60920715332031,-30.43215560913086,-43.89923095703125,100.0,-75.63156127929688,-6.275946140289307,-5.508722305297852,20.89093780517578,3.724435806274414
0,86,-8.083027839660645,-8.055074691772461,52.08333206176758,57.83700942993164,-31.520095825195312,-44.619384765625,100.0,-75.5047607421875,-6.275946140289307,-5.479482650756836,20.89093780517578,4.300315856933594
0,87,-8.083027839660645,-7.865038871765137,53.25520706176758,59.40118408203125,-32.60803985595703,-45.14738082885742,100.0,-75.1400146484375,-6.275946140289307,-5.241535663604736,20.89093780517578,4.255434036254883
0,88,-8.083027839660645,-7.863857269287109,54.42708206176758,61.22026824951172,-33.33333206176758,-45.64482116699219,100.0,-74.85363006591797,-6.275946140289307,-5.141191482543945,20.89093780517578,4.147497177124023
0,89,-8.034188270568848,-7.968379974365234,55.859375,62.29801559448242,-33.87730407714844,-46.28876876831055,100.0,-74.4286117553711,-6.227106094360352,-4.923855304718018,20.89093780517578,4.146549224853516
0,90,-8.034188270568848,-7.822347640991211,57.421875,63.61183547973633,-34.300392150878906,-45.69403839111328,100.0,-74.33419036865234,-6.080585956573486,-4.7508697509765625,20.89093780517578,3.8502273559570312
0,91,-7.985347747802734,-7.619805335998535,58.85416793823242,64.93315887451172,-34.7839241027832,-46.50403594970703,100.0,-74.28057861328125,-5.934065818786621,-4.6057329177856445,20.89093780517578,3.961151123046875
0,92,-7.838827610015869,-7.418378829956055,60.41666793823242,66.00076293945312,-35.267452239990234,-46.84174346923828,100.0,-74.05885314941406,-5.738705635070801,-4.404500961303711,20.89093780517578,4.218591690063477
0,93,-7.741147518157959,-7.0869855880737305,61.84895706176758,66.33995819091797,-35.6905403137207,-46.79998779296875,100.0,-74.10177612304688,-5.494505405426025,-4.3919525146484375,20.89093780517578,3.8435230255126953
0,94,-7.545787334442139,-6.728264808654785,63.02083206176758,67.65885925292969,-36.174072265625,-47.90919494628906,100.0,-73.72604370117188,-5.34798526763916,-4.179217338562012,20.89093780517578,4.18492317199707
0,95,-7.399267196655273,-6.606536865234375,63.80208206176758,68.4604263305664,-36.53671646118164,-47.94519805908203,100.0,-73.64009857177734,-5.201465129852295,-3.9776644706726074,20.89093780517578,4.36042594909668
0,96,-7.106226921081543,-6.357588291168213,64.71353912353516,69.60919952392578,-37.14112854003906,-48.25722122192383,100.0,-73.33888244628906,-5.103785037994385,-3.635161876678467,20.89093780517578,4.299949645996094
0,97,-6.910866737365723,-6.22334098815918,65.49478912353516,70.17167663574219,-37.5642204284668,-48.390132904052734,100.0,-73.28541564941406,-4.9572649002075195,-3.4342775344848633,20.89093780517578,4.334434509277344
0,98,-6.666666507720947,-5.95206356048584,66.40625,71.08491516113281,-37.866424560546875,-48.71704864501953,100.0,-73.1824951171875,-4.761904716491699,-3.3159022331237793,20.89093780517578,4.511665344238281
0,99,-6.471306324005127,-5.402029037475586,67.31771087646484,71.97636413574219,-37.987308502197266,-49.0415153503418,100.0,-72.91506958007812,-4.566544532775879,-2.8068511486053467,20.89093780517578,4.0629730224609375
0,100,-6.227106094360352,-5.067237854003906,68.22916412353516,70.16773223876953,-37.92686462402344,-48.58656311035156,100.0,-68.84069061279297,-4.3223443031311035,-1.991504192352295,20.89093780517578,5.116724014282227
0,101,-5.44566535949707,-4.75139045715332,69.66146087646484,70.57662963867188,-37.92686462402344,-48.904075622558594,100.0,-67.95977783203125,-3.492063522338867,-1.9685112237930298,20.89093780517578,4.799829483032227
0,102,-5.34798526763916,-4.353436470031738,69.40103912353516,71.38796997070312,-37.92686462402344,-48.16065979003906,100.0,-67.362060546875,-3.443223476409912,-1.7378180027008057,20.89093780517578,4.919118881225586
0,103,-5.05494499206543,-4.435102462768555,69.40103912353516,71.3126449584961,-37.92686462402344,-50.05561447143555,100.0,-67.49346160888672,-3.1990232467651367,-1.6360949277877808,20.89093780517578,4.323760986328125
0,104,-4.810744762420654,-4.213374614715576,69.40103912353516,73.10223388671875,-37.92686462402344,-51.05177307128906,100.0,-67.93452453613281,-2.9548230171203613,-1.3005869388580322,20.89093780517578,4.970037460327148
0,105,-4.664224624633789,-3.9641830921173096,69.53125,74.0628890991211,-38.04774856567383,-50.75569152832031,100.0,-67.48860168457031,-2.759462833404541,-0.7334611415863037,20.89093780517578,3.9777050018310547
0,106,-4.517704486846924,-3.811056613922119,70.05208587646484,74.4657211303711,-38.4708366394043,-50.8353385925293,100.0,-67.39749145507812,-2.5152626037597656,-0.5690943002700806,20.89093780517578,4.163997650146484
0,107,-4.273504257202148,-3.528397560119629,70.703125,75.4375228881836,-38.8334846496582,-50.95378112792969,100.0,-67.54368591308594,-2.222222328186035,-0.14845824241638184,20.89093780517578,4.947622299194336
0,108,-4.078144073486328,-3.2907028198242188,71.61458587646484,75.93624114990234,-39.317012786865234,-50.21955871582031,100.0,-67.69512176513672,-1.88034188747406,0.2777225971221924,20.89093780517578,5.016496658325195
0,109,-3.8339438438415527,-2.706822395324707,72.52603912353516,76.34580993652344,-39.981868743896484,-50.663726806640625,100.0,-68.1999740600586,-1.5384615659713745,0.6230611801147461,20.89093780517578,5.045133590698242
0,110,-3.492063522338867,-2.161306381225586,73.4375,76.70779418945312,-40.64672088623047,-50.14815902709961,100.0,-68.37913513183594,-1.1477411985397339,0.9753978252410889,20.89093780517578,5.812232971191406
0,111,-3.0525031089782715,-1.6294740438461304,74.21875,76.71952056884766,-41.1302490234375,-50.42198944091797,100.0,-68.78958892822266,-0.7081807255744934,1.1468658447265625,20.89093780517578,5.716640472412109
0,112,-2.4664225578308105,-0.5511150360107422,74.609375,76.83589172363281,-41.492897033691406,-50.70323181152344,100.0,-69.15791320800781,-0.3174603283405304,1.3758366107940674,20.89093780517578,5.740459442138672
0,113,-1.9780219793319702,0.14806199073791504,74.86978912353516,77.75651550292969,-41.67422103881836,-50.86983108520508,100.0,-68.90280151367188,-0.02442002482712269,1.6678352355957031,20.89093780517578,4.963689804077148
0,114,-1.2942613363265991,0.8840112686157227,75.13021087646484,79.11924743652344,-41.73466491699219,-50.68019104003906,100.0,-68.98634338378906,0.21978022158145905,2.1583850383758545,20.89093780517578,5.637388229370117
0,115,-0.5616605877876282,1.549452543258667,75.65103912353516,78.9050521850586,-41.67422103881836,-50.181114196777344,100.0,-68.73900604248047,0.46398046612739563,2.3554718494415283,20.89093780517578,4.615262985229492
0,116,0.21978022158145905,2.638270139694214,76.171875,77.49303436279297,-41.67422103881836,-50.61276626586914,100.0,-68.57146453857422,0.7570207715034485,2.827868700027466,20.89093780517578,4.957113265991211
0,117,0.9523809552192688,3.92350697517395,76.171875,77.47886657714844,-41.67422103881836,-51.22672653198242,100.0,-68.6214599609375,1.0012210607528687,3.528771162033081,20.89093780517578,5.177854537963867
0,118,1.9291819334030151,4.491973876953125,76.30208587646484,76.78343963623047,-41.73466491699219,-51.70136260986328,100.0,-68.61776733398438,1.3431013822555542,3.923609972000122,20.89093780517578,4.844697952270508
0,119,2.9548230171203613,5.417021751403809,76.171875,76.28007507324219,-41.73466491699219,-51.96650314331055,100.0,-68.37947082519531,1.831501841545105,4.1612548828125,20.89093780517578,4.911497116088867
0,120,3.931623935699463,6.173245429992676,76.171875,75.0127944946289,-41.73466491699219,-51.54724884033203,100.0,-68.17263793945312,2.2710623741149902,4.606435775756836,20.89093780517578,5.00135612487793
0,121,4.859584808349609,6.967349052429199,75.52083587646484,74.923828125,-41.67422103881836,-51.87256622314453,100.0,-67.67909240722656,2.710622787475586,5.043130874633789,20.89093780517578,5.506458282470703
0,122,5.738705635070801,7.46302604675293,74.73958587646484,74.66758728027344,-41.67422103881836,-51.378108978271484,100.0,-67.35137939453125,3.1501832008361816,5.2577619552612305,20.89093780517578,5.080137252807617
0,123,6.568986415863037,8.201688766479492,74.34896087646484,74.64370727539062,-41.67422103881836,-51.814937591552734,100.0,-67.41487121582031,3.492063522338867,5.606991767883301,20.89093780517578,4.636318206787109
0,124,7.057386875152588,9.247252464294434,74.08853912353516,73.44957733154297,-41.67422103881836,-50.638248443603516,100.0,-67.47179412841797,3.8339438438415527,5.937142372131348,20.89093780517578,4.681272506713867
0,125,7.594627380371094,9.912750244140625,74.08853912353516,72.39226531982422,-41.67422103881836,-49.97247314453125,100.0,-67.4345474243164,4.126984119415283,6.115259170532227,20.89093780517578,4.933710098266602
0,126,8.376068115234375,10.374115943908691,73.30728912353516,71.54947662353516,-41.67422103881836,-50.03826141357422,100.0,-67.35332489013672,4.420024394989014,6.114947319030762,20.89093780517578,4.471231460571289
0,127,9.10866928100586,10.821698188781738,72.39583587646484,71.40631103515625,-41.73466491699219,-49.104156494140625,100.0,-67.58143615722656,4.713064670562744,6.197578430175781,20.89093780517578,4.560869216918945
0,128,9.79242992401123,11.345011711120605,71.484375,70.8078842163086,-41.73466491699219,-48.28232192993164,100.0,-67.53567504882812,4.9572649002075195,6.431448936462402,20.89093780517578,4.492801666259766
0,129,10.378510475158691,11.687751770019531,70.703125,70.04167175292969,-41.73466491699219,-48.42509460449219,100.0,-67.51368713378906,5.15262508392334,6.462257385253906,20.89093780517578,4.232789993286133
0,130,10.866910934448242,11.853581428527832,69.921875,68.24657440185547,-41.67422103881836,-48.243133544921875,100.0,-67.66206359863281,5.299145221710205,6.527042388916016,20.89093780517578,4.2396087646484375
0,131,11.257631301879883,12.360215187072754,68.75,66.84149169921875,-41.6137809753418,-48.410186767578125,100.0,-67.58088684082031,5.34798526763916,6.278160095214844,20.89093780517578,4.089750289916992
0,132,11.59951114654541,12.52682876586914,67.578125,65.92953491210938,-41.67422103881836,-48.17060852050781,100.0,-67.49517822265625,5.44566535949707,6.489964485168457,20.89093780517578,4.245393753051758
0,133,11.99023151397705,12.788833618164062,66.40625,64.6407699584961,-41.67422103881836,-47.267250061035156,100.0,-67.50221252441406,5.494505405426025,6.644593238830566,20.89093780517578,4.319347381591797
