joint_idx,joint_name,a,b,rmse,corr,obs_std,note
0,shoulder_pan,0.9896606712853472,-0.02741673578859926,0.4806700311109449,0.9985741945060453,9.004441187871961,fit
1,shoulder_lift,0.9904545251264902,-1.2179781009734485,1.3949189028747162,0.9973296269198241,19.1002088868231,fit
2,elbow_flex,0.9085052398828034,3.5861886505005565,2.225934415089843,0.9916817721345276,17.293662665108446,fit
3,wrist_flex,0.0,100.0,0.0,,0.0,obs_constant
4,wrist_roll,0.9622251447017219,-0.4138688167427013,0.4005646183176063,0.9982821416925433,6.836762798437104,fit
5,gripper,0.5941574743839597,17.92801476395036,2.02738396934032,0.9868876120745821,12.560544386546619,fit
