predicted_action_eef_z_mean,predicted_action_eef_z_std,predicted_action_eef_z_min,predicted_action_eef_z_max,predicted_action_eef_z_range
0.2540910722786512,5.551115123125783e-17,0.25409107227865113,0.25409107227865113,0.0
