predicted_chunk_fk_eef_z_max_mean,predicted_chunk_fk_eef_z_max_std,predicted_chunk_fk_eef_z_max_min,predicted_chunk_fk_eef_z_max_max,predicted_chunk_fk_eef_z_max_range
0.264120668729139,0.0,0.264120668729139,0.264120668729139,0.0
