action_key,mean,std,min,max,range,max_abs_deviation_from_mean
action_values.0,-14.780296325683594,0.0,-14.780296325683594,-14.780296325683594,0.0,0.0
action_values.1,83.52658081054688,0.0,83.52658081054688,83.52658081054688,0.0,0.0
action_values.2,-1.3574562072753906,0.0,-1.3574562072753906,-1.3574562072753906,0.0,0.0
action_values.3,-90.21454620361328,0.0,-90.21454620361328,-90.21454620361328,0.0,0.0
action_values.4,-6.9906206130981445,0.0,-6.9906206130981445,-6.9906206130981445,0.0,0.0
action_values.5,64.31275939941406,0.0,64.31275939941406,64.31275939941406,0.0,0.0
