episode_idx,step_idx,chunk_index,sent_shoulder_pan,obs_shoulder_pan,sent_minus_obs_shoulder_pan,sent_shoulder_lift,obs_shoulder_lift,sent_minus_obs_shoulder_lift,sent_elbow_flex,obs_elbow_flex,sent_minus_obs_elbow_flex,sent_wrist_flex,obs_wrist_flex,sent_minus_obs_wrist_flex,sent_wrist_roll,obs_wrist_roll,sent_minus_obs_wrist_roll,sent_gripper,obs_gripper,sent_minus_obs_gripper
0,10,0,-8.71223258972168,-9.20634937286377,0.49411678314208984,60.468711853027344,66.14583587646484,-5.6771240234375,-23.02913475036621,-10.42611026763916,-12.60302448272705,-91.29408264160156,100.0,-191.29408264160156,-6.12369441986084,-6.422466278076172,0.29877185821533203,47.704010009765625,48.3870964050293,-0.6830863952636719
0,11,0,-8.549898147583008,-9.10866928100586,0.5587711334228516,58.345951080322266,63.41145706176758,-5.0655059814453125,-24.185592651367188,-11.876699447631836,-12.308893203735352,-91.41254425048828,100.0,-191.41254425048828,-5.984540939331055,-6.422466278076172,0.4379253387451172,47.53532409667969,48.3870964050293,-0.8517723083496094
0,12,0,-8.448213577270508,-8.864468574523926,0.41625499725341797,56.0327033996582,60.67708206176758,-4.644378662109375,-25.630748748779297,-13.508612632751465,-12.122136116027832,-91.42762756347656,100.0,-191.42762756347656,-5.894901275634766,-6.471306324005127,0.5764050483703613,47.63554000854492,48.3870964050293,-0.751556396484375
0,13,0,-8.373029708862305,-8.766788482666016,0.39375877380371094,53.43144989013672,58.72395706176758,-5.292507171630859,-27.373302459716797,-14.777878761291504,-12.595423698425293,-91.6405258178711,100.0,-191.6405258178711,-5.8971452713012695,-6.471306324005127,0.5741610527038574,47.52841567993164,48.3870964050293,-0.8586807250976562
0,14,0,-8.373263359069824,-8.669108390808105,0.29584503173828125,50.944786071777344,56.51041793823242,-5.565631866455078,-28.31396484375,-15.86582088470459,-12.44814395904541,-91.47364044189453,100.0,-191.47364044189453,-5.905966758728027,-6.471306324005127,0.5653395652770996,47.63970947265625,48.3870964050293,-0.7473869323730469
0,15,0,-8.156598091125488,-8.522588729858398,0.36599063873291016,48.169029235839844,54.16666793823242,-5.997638702392578,-29.60326385498047,-17.074644088745117,-12.528619766235352,-91.47953033447266,100.0,-191.47953033447266,-5.755792617797852,-6.471306324005127,0.7155137062072754,47.39225769042969,48.3870964050293,-0.9948387145996094
0,16,0,-8.209393501281738,-8.424908638000488,0.21551513671875,46.246681213378906,51.5625,-5.315818786621094,-30.526771545410156,-18.40435218811035,-12.122419357299805,-91.60860443115234,100.0,-191.60860443115234,-5.854129791259766,-6.422466278076172,0.5683364868164062,47.561004638671875,48.3870964050293,-0.8260917663574219
0,17,0,-8.237150192260742,-8.376068115234375,0.1389179229736328,44.85284423828125,48.95833206176758,-4.105487823486328,-30.926860809326172,-19.85494041442871,-11.071920394897461,-91.45146179199219,100.0,-191.4514617919922,-6.047837257385254,-6.373626232147217,0.3257889747619629,47.47187042236328,48.3870964050293,-0.9152259826660156
0,18,0,-8.176575660705566,-8.278388023376465,0.10181236267089844,43.386024475097656,46.61458206176758,-3.228557586669922,-31.839588165283203,-21.063764572143555,-10.775823593139648,-91.6326675415039,100.0,-191.6326675415039,-6.012395858764648,-6.373626232147217,0.36123037338256836,47.33808135986328,48.3870964050293,-1.0490150451660156
0,19,0,-8.231910705566406,-8.229548454284668,-0.0023622512817382812,42.126583099365234,44.66145706176758,-2.5348739624023438,-32.42106246948242,-22.030824661254883,-10.390237808227539,-91.72164154052734,100.0,-191.72164154052734,-6.068403244018555,-6.373626232147217,0.3052229881286621,47.267601013183594,48.3870964050293,-1.1194953918457031
0,20,0,-8.243342399597168,-8.180707931518555,-0.06263446807861328,40.961002349853516,42.83854293823242,-1.8775405883789062,-32.628929138183594,-22.756118774414062,-9.872810363769531,-91.806640625,100.0,-191.806640625,-5.989163398742676,-6.373626232147217,0.384462833404541,47.1811408996582,48.3870964050293,-1.2059555053710938
0,21,0,-8.026143074035645,-8.180707931518555,0.15456485748291016,40.07099533081055,41.40625,-1.3352546691894531,-32.926334381103516,-23.541854858398438,-9.384479522705078,-91.8805160522461,100.0,-191.8805160522461,-5.883035659790039,-6.324786186218262,0.44175052642822266,47.06262969970703,48.3870964050293,-1.3244667053222656
0,22,0,-7.8820905685424805,-8.180707931518555,0.2986173629760742,38.463653564453125,40.10416793823242,-1.6405143737792969,-33.347442626953125,-24.14626693725586,-9.201175689697266,-91.52275085449219,100.0,-191.5227508544922,-5.862034797668457,-6.275946140289307,0.4139113426208496,47.27320861816406,48.3870964050293,-1.1138877868652344
0,23,0,-7.874958038330078,-8.180707931518555,0.30574989318847656,37.41710662841797,38.80208206176758,-1.3849754333496094,-33.2548828125,-24.75067901611328,-8.504203796386719,-91.33600616455078,100.0,-191.33600616455078,-5.837549209594727,-6.275946140289307,0.4383969306945801,47.216094970703125,48.3870964050293,-1.1710014343261719
0,24,0,-7.934986114501953,-8.083027839660645,0.1480417251586914,37.29143524169922,37.890625,-0.5991897583007812,-33.037330627441406,-25.113327026367188,-7.924003601074219,-91.2010498046875,100.0,-191.2010498046875,-5.81803035736084,-6.275946140289307,0.4579157829284668,46.83757781982422,48.3870964050293,-1.5495185852050781
0,25,0,-8.022485733032227,-8.034188270568848,0.011702537536621094,37.558753967285156,36.84895706176758,0.7097969055175781,-32.71480941772461,-25.234209060668945,-7.480600357055664,-91.07823181152344,100.0,-191.07823181152344,-5.971940994262695,-6.275946140289307,0.30400514602661133,46.930458068847656,48.3870964050293,-1.4566383361816406
0,26,0,-8.111930847167969,-7.936507701873779,-0.17542314529418945,37.53818893432617,36.58854293823242,0.94964599609375,-32.54095458984375,-25.234209060668945,-7.306745529174805,-91.18952941894531,100.0,-191.1895294189453,-6.074654579162598,-6.275946140289307,0.20129156112670898,46.60193634033203,48.3870964050293,-1.7851600646972656
0,27,0,-8.11962890625,-7.887667655944824,-0.23196125030517578,37.40422821044922,36.45833206176758,0.9458961486816406,-32.52330017089844,-25.234209060668945,-7.289091110229492,-91.357177734375,100.0,-191.357177734375,-6.072063446044922,-6.275946140289307,0.20388269424438477,46.72644805908203,48.3870964050293,-1.6606483459472656
0,28,0,-8.108104705810547,-7.936507701873779,-0.17159700393676758,37.51002502441406,36.45833206176758,1.0516929626464844,-31.89133071899414,-25.29465103149414,-6.5966796875,-91.37074279785156,100.0,-191.37074279785156,-6.134007453918457,-6.275946140289307,0.1419386863708496,46.731224060058594,48.3870964050293,-1.6558723449707031
0,29,0,-8.374380111694336,-7.985347747802734,-0.38903236389160156,37.825225830078125,36.45833206176758,1.3668937683105469,-31.270309448242188,-25.29465103149414,-5.975658416748047,-91.31916046142578,100.0,-191.31916046142578,-6.379951477050781,-6.275946140289307,-0.10400533676147461,46.74060821533203,48.3870964050293,-1.6464881896972656
0,30,0,-8.289041519165039,-8.083027839660645,-0.20601367950439453,38.118743896484375,36.45833206176758,1.6604118347167969,-31.050182342529297,-25.29465103149414,-5.755531311035156,-91.18901824951172,100.0,-191.18901824951172,-6.39192008972168,-6.227106094360352,-0.16481399536132812,46.74555969238281,48.3870964050293,-1.6415367126464844
0,31,0,-8.360347747802734,-8.131868362426758,-0.22847938537597656,37.69532775878906,36.45833206176758,1.2369956970214844,-30.206621170043945,-25.234209060668945,-4.972412109375,-90.31717681884766,100.0,-190.31717681884766,-6.44337272644043,-6.227106094360352,-0.21626663208007812,46.76229476928711,48.3870964050293,-1.6248016357421875
0,32,0,-8.257518768310547,-8.180707931518555,-0.07681083679199219,37.59925842285156,36.45833206176758,1.1409263610839844,-29.138195037841797,-25.234209060668945,-3.9039859771728516,-89.00711822509766,100.0,-189.00711822509766,-6.430410385131836,-6.227106094360352,-0.20330429077148438,46.83349609375,48.3870964050293,-1.5536003112792969
0,33,0,-8.374557495117188,-8.180707931518555,-0.1938495635986328,37.642066955566406,36.45833206176758,1.1837348937988281,-27.576499938964844,-25.234209060668945,-2.3422908782958984,-87.19849395751953,100.0,-187.19849395751953,-6.48539924621582,-6.227106094360352,-0.25829315185546875,46.87925338745117,48.3870964050293,-1.507843017578125
0,34,0,-8.377364158630371,-8.180707931518555,-0.1966562271118164,37.50736618041992,36.45833206176758,1.0490341186523438,-26.072673797607422,-25.234209060668945,-0.8384647369384766,-85.5001220703125,100.0,-185.5001220703125,-6.539946556091309,-6.275946140289307,-0.26400041580200195,47.10683822631836,48.3870964050293,-1.2802581787109375
0,35,0,-8.382899284362793,-8.180707931518555,-0.20219135284423828,37.64612579345703,36.45833206176758,1.1877937316894531,-24.009801864624023,-25.234209060668945,1.2244071960449219,-82.76210021972656,100.0,-182.76210021972656,-6.579255104064941,-6.275946140289307,-0.30330896377563477,47.072364807128906,48.3870964050293,-1.3147315979003906
0,36,0,-8.53657054901123,-8.180707931518555,-0.3558626174926758,37.820831298828125,36.45833206176758,1.3624992370605469,-22.952333450317383,-24.932003021240234,1.9796695709228516,-81.23577117919922,100.0,-181.23577117919922,-6.693661689758301,-6.275946140289307,-0.41771554946899414,47.02246856689453,48.3870964050293,-1.3646278381347656
0,37,0,-8.488289833068848,-8.180707931518555,-0.30758190155029297,37.664154052734375,36.45833206176758,1.2058219909667969,-21.26544189453125,-23.783620834350586,2.518178939819336,-79.1573715209961,100.0,-179.1573715209961,-6.831799507141113,-6.275946140289307,-0.5558533668518066,46.99613952636719,48.3870964050293,-1.3909568786621094
0,38,0,-8.440398216247559,-8.278388023376465,-0.16201019287109375,37.343833923339844,36.45833206176758,0.8855018615722656,-19.30127716064453,-22.091266632080078,2.789989471435547,-76.60698699951172,100.0,-176.60698699951172,-6.848878860473633,-6.275946140289307,-0.5729327201843262,46.89021301269531,48.3870964050293,-1.4968833923339844
0,39,0,-8.30130672454834,-8.278388023376465,-0.022918701171875,37.42198944091797,36.45833206176758,0.9636573791503906,-17.829296112060547,-20.217588424682617,2.3882923126220703,-74.16305541992188,100.0,-174.16305541992188,-6.706854820251465,-6.373626232147217,-0.33322858810424805,46.720863342285156,48.3870964050293,-1.6662330627441406
0,40,0,-8.2105131149292,-8.278388023376465,0.06787490844726562,37.61943817138672,36.328125,1.2913131713867188,-15.683305740356445,-18.343910217285156,2.660604476928711,-71.52546691894531,100.0,-171.5254669189453,-6.615303993225098,-6.373626232147217,-0.24167776107788086,46.56024932861328,48.3870964050293,-1.8268470764160156
0,41,0,-8.215902328491211,-8.278388023376465,0.062485694885253906,37.81976318359375,36.328125,1.49163818359375,-14.073579788208008,-16.168025970458984,2.0944461822509766,-69.50341796875,100.0,-169.50341796875,-6.539424896240234,-6.422466278076172,-0.1169586181640625,46.510826110839844,48.3870964050293,-1.8762702941894531
0,42,0,-8.190945625305176,-8.278388023376465,0.08744239807128906,37.75489044189453,36.328125,1.4267654418945312,-13.533567428588867,-14.354789733886719,0.8212223052978516,-68.94822692871094,100.0,-168.94822692871094,-6.55881404876709,-6.422466278076172,-0.13634777069091797,46.505699157714844,48.3870964050293,-1.8813972473144531
0,43,0,-8.370469093322754,-8.229548454284668,-0.14092063903808594,38.071533203125,36.328125,1.743408203125,-12.837060928344727,-12.601994514465332,-0.23506641387939453,-68.2013168334961,100.0,-168.2013168334961,-6.675703048706055,-6.471306324005127,-0.20439672470092773,46.454769134521484,48.3870964050293,-1.9323272705078125
0,44,0,-8.48245906829834,-8.229548454284668,-0.2529106140136719,38.60066223144531,36.45833206176758,2.1423301696777344,-11.990166664123535,-11.6953763961792,-0.29479026794433594,-68.01498413085938,100.0,-168.01498413085938,-6.834079742431641,-6.568986415863037,-0.2650933265686035,46.4857292175293,48.3870964050293,-1.9013671875
0,45,0,-8.39595890045166,-8.327228546142578,-0.06873035430908203,38.02322006225586,36.58854293823242,1.4346771240234375,-11.491796493530273,-11.151405334472656,-0.3403911590576172,-67.29618072509766,100.0,-167.29618072509766,-6.689274787902832,-6.617826461791992,-0.07144832611083984,45.710838317871094,48.3870964050293,-2.676258087158203
0,46,0,-8.371841430664062,-8.376068115234375,0.0042266845703125,37.93790054321289,36.71875,1.2191505432128906,-11.209883689880371,-10.788758277893066,-0.4211254119873047,-66.91212463378906,100.0,-166.91212463378906,-6.6702985763549805,-6.666666507720947,-0.003632068634033203,45.43413543701172,48.3870964050293,-2.952960968017578
0,47,0,-8.513097763061523,-8.424908638000488,-0.08818912506103516,38.31642150878906,36.71875,1.5976715087890625,-11.06431770324707,-10.607434272766113,-0.45688343048095703,-66.70980072021484,100.0,-166.70980072021484,-6.794456481933594,-6.715506553649902,-0.0789499282836914,44.6815185546875,48.3870964050293,-3.705577850341797
0,48,0,-8.710288047790527,-8.424908638000488,-0.28537940979003906,38.293521881103516,36.71875,1.5747718811035156,-11.13254451751709,-10.42611026763916,-0.7064342498779297,-66.76266479492188,100.0,-166.76266479492188,-6.6086225509643555,-6.715506553649902,0.10688400268554688,41.560184478759766,48.3870964050293,-6.826911926269531
0,49,0,-8.683359146118164,-8.424908638000488,-0.2584505081176758,38.349090576171875,36.71875,1.630340576171875,-11.977036476135254,-10.244787216186523,-1.7322492599487305,-67.29391479492188,100.0,-167.29391479492188,-6.501559257507324,-6.715506553649902,0.21394729614257812,35.29336929321289,48.3870964050293,-13.093727111816406
0,50,1,-8.265782356262207,-8.522588729858398,0.2568063735961914,38.330810546875,36.71875,1.612060546875,-10.65075397491455,-10.184346199035645,-0.46640777587890625,-68.1584701538086,100.0,-168.1584701538086,-6.266777038574219,-6.715506553649902,0.4487295150756836,40.24388122558594,48.07987594604492,-7.835994720458984
0,51,1,-8.370558738708496,-8.522588729858398,0.15202999114990234,39.27976989746094,36.84895706176758,2.4308128356933594,-10.174558639526367,-10.184346199035645,0.009787559509277344,-67.7093505859375,100.0,-167.7093505859375,-6.133108139038086,-6.715506553649902,0.5823984146118164,33.045631408691406,38.0184326171875,-4.972801208496094
0,52,1,-8.294047355651855,-8.473748207092285,0.1797008514404297,39.50715637207031,36.97916793823242,2.5279884338378906,-9.545944213867188,-10.12390422821045,0.5779600143432617,-67.53984832763672,100.0,-167.53984832763672,-6.052833557128906,-6.715506553649902,0.6626729965209961,24.585187911987305,38.0184326171875,-13.433244705200195
0,53,1,-8.051176071166992,-8.424908638000488,0.3737325668334961,39.469993591308594,37.36979293823242,2.100200653076172,-9.50464153289795,-9.76125717163086,0.25661563873291016,-67.12511444091797,100.0,-167.12511444091797,-5.991249084472656,-6.666666507720947,0.675417423248291,14.913171768188477,37.09677505493164,-22.183603286743164
0,54,1,-8.252006530761719,-8.327228546142578,0.07522201538085938,40.15812683105469,37.76041793823242,2.3977088928222656,-9.403547286987305,-9.217286109924316,-0.18626117706298828,-66.63986206054688,100.0,-166.63986206054688,-5.869293212890625,-6.617826461791992,0.7485332489013672,8.519025802612305,35.48387145996094,-26.964845657348633
0,55,1,-8.279115676879883,-8.278388023376465,-0.0007276535034179688,40.88683319091797,38.02083206176758,2.8660011291503906,-9.346559524536133,-8.975521087646484,-0.37103843688964844,-66.071533203125,100.0,-166.071533203125,-6.070611953735352,-6.471306324005127,0.4006943702697754,4.565332412719727,33.1029167175293,-28.53758430480957
0,56,1,-8.292070388793945,-8.278388023376465,-0.013682365417480469,41.15364456176758,38.671875,2.481769561767578,-9.878491401672363,-8.915080070495605,-0.9634113311767578,-65.63758087158203,100.0,-165.63758087158203,-6.069882392883301,-6.422466278076172,0.3525838851928711,2.986520767211914,29.72350311279297,-26.736982345581055
0,57,1,-8.298309326171875,-8.278388023376465,-0.019921302795410156,41.034339904785156,39.0625,1.9718399047851562,-9.976456642150879,-8.733756065368652,-1.2427005767822266,-65.49312591552734,100.0,-165.49312591552734,-6.128129005432129,-6.520146369934082,0.3920173645019531,2.5762882232666016,25.499231338500977,-22.922943115234375
0,58,1,-8.13098430633545,-8.327228546142578,0.1962442398071289,41.35932540893555,39.32291793823242,2.036407470703125,-9.492715835571289,-8.733756065368652,-0.7589597702026367,-65.39899444580078,100.0,-165.39899444580078,-6.07852029800415,-6.520146369934082,0.44162607192993164,3.299518585205078,21.966205596923828,-18.66668701171875
0,59,1,-8.127251625061035,-8.327228546142578,0.19997692108154297,41.67008972167969,39.32291793823242,2.3471717834472656,-9.87763786315918,-8.733756065368652,-1.1438817977905273,-65.44025421142578,100.0,-165.44025421142578,-6.209237098693848,-6.520146369934082,0.3109092712402344,3.296659469604492,20.814132690429688,-17.517473220825195
0,60,1,-8.100584983825684,-8.278388023376465,0.17780303955078125,41.86260223388672,39.32291793823242,2.539684295654297,-9.911249160766602,-8.733756065368652,-1.1774930953979492,-65.15038299560547,100.0,-165.15038299560547,-6.1131591796875,-6.520146369934082,0.40698719024658203,3.7078819274902344,20.967741012573242,-17.259859085083008
0,61,1,-8.105215072631836,-8.229548454284668,0.12433338165283203,42.11359405517578,39.58333206176758,2.530261993408203,-9.996814727783203,-8.733756065368652,-1.2630586624145508,-65.25450134277344,100.0,-165.25450134277344,-5.888852596282959,-6.471306324005127,0.582453727722168,4.305747985839844,20.89093780517578,-16.585189819335938
0,62,1,-8.155787467956543,-8.180707931518555,0.02492046356201172,42.09513854980469,39.71354293823242,2.3815956115722656,-10.52076530456543,-8.673315048217773,-1.8474502563476562,-65.06257629394531,100.0,-165.0625762939453,-5.991338729858398,-6.471306324005127,0.4799675941467285,3.4995079040527344,20.89093780517578,-17.391429901123047
0,63,1,-8.247946739196777,-8.180707931518555,-0.06723880767822266,42.445335388183594,39.84375,2.6015853881835938,-11.075277328491211,-8.673315048217773,-2.4019622802734375,-65.10186767578125,100.0,-165.10186767578125,-5.982433319091797,-6.471306324005127,0.4888730049133301,3.8730430603027344,20.89093780517578,-17.017894744873047
0,64,1,-8.28077220916748,-8.180707931518555,-0.10006427764892578,43.07622528076172,39.84375,3.2324752807617188,-12.231624603271484,-8.673315048217773,-3.558309555053711,-65.17352294921875,100.0,-165.17352294921875,-6.109192371368408,-6.471306324005127,0.36211395263671875,3.8066577911376953,20.967741012573242,-17.161083221435547
0,65,1,-8.279200553894043,-8.180707931518555,-0.09849262237548828,43.97058868408203,39.97395706176758,3.996631622314453,-13.995687484741211,-8.673315048217773,-5.3223724365234375,-65.60978698730469,100.0,-165.6097869873047,-6.117701053619385,-6.520146369934082,0.40244531631469727,3.7311878204345703,20.89093780517578,-17.15974998474121
0,66,1,-8.339874267578125,-8.180707931518555,-0.1591663360595703,43.945533752441406,40.49479293823242,3.4507408142089844,-15.260284423828125,-8.673315048217773,-6.586969375610352,-66.12307739257812,100.0,-166.12307739257812,-6.338743209838867,-6.471306324005127,0.13256311416625977,3.680875778198242,20.967741012573242,-17.286865234375
0,67,1,-8.4157075881958,-8.229548454284668,-0.1861591339111328,43.94029235839844,40.88541793823242,3.0548744201660156,-17.4820499420166,-8.673315048217773,-8.808734893798828,-66.8113784790039,100.0,-166.8113784790039,-6.317680358886719,-6.471306324005127,0.1536259651184082,3.6453609466552734,20.89093780517578,-17.245576858520508
0,68,1,-8.333991050720215,-8.327228546142578,-0.006762504577636719,44.202327728271484,41.27604293823242,2.9262847900390625,-19.331998825073242,-8.733756065368652,-10.59824275970459,-67.6823501586914,100.0,-167.6823501586914,-6.1923980712890625,-6.520146369934082,0.32774829864501953,3.7350101470947266,20.967741012573242,-17.232730865478516
0,69,1,-8.36490249633789,-8.327228546142578,-0.0376739501953125,44.62806701660156,41.40625,3.2218170166015625,-21.74709129333496,-8.975521087646484,-12.771570205688477,-68.95518493652344,100.0,-168.95518493652344,-6.230813980102539,-6.471306324005127,0.2404923439025879,3.717020034790039,20.967741012573242,-17.250720977783203
0,70,1,-8.349020957946777,-8.327228546142578,-0.02179241180419922,43.828773498535156,41.53645706176758,2.292316436767578,-24.317232131958008,-9.640375137329102,-14.676856994628906,-69.83291625976562,100.0,-169.83291625976562,-6.054388046264648,-6.471306324005127,0.4169182777404785,4.083662033081055,20.967741012573242,-16.884078979492188
0,71,1,-8.216773986816406,-8.327228546142578,0.11045455932617188,43.723426818847656,41.66666793823242,2.0567588806152344,-25.750568389892578,-10.788758277893066,-14.961810111999512,-70.74694061279297,100.0,-170.74694061279297,-5.9223504066467285,-6.471306324005127,0.5489559173583984,3.3166065216064453,20.89093780517578,-17.574331283569336
0,72,1,-8.209542274475098,-8.327228546142578,0.11768627166748047,43.379432678222656,41.66666793823242,1.7127647399902344,-28.27853775024414,-12.299788475036621,-15.97874927520752,-72.70761108398438,100.0,-172.70761108398438,-5.769009590148926,-6.471306324005127,0.7022967338562012,3.3683643341064453,20.89093780517578,-17.522573471069336
0,73,1,-8.168710708618164,-8.327228546142578,0.15851783752441406,42.988624572753906,41.66666793823242,1.3219566345214844,-31.475492477416992,-14.113024711608887,-17.362467765808105,-74.49601745605469,100.0,-174.4960174560547,-5.5736083984375,-6.471306324005127,0.897697925567627,3.4169158935546875,20.967741012573242,-17.550825119018555
0,74,1,-8.11624526977539,-8.278388023376465,0.16214275360107422,42.908504486083984,41.66666793823242,1.2418365478515625,-34.41353988647461,-16.349349975585938,-18.064189910888672,-76.18364715576172,100.0,-176.18364715576172,-5.356507301330566,-6.471306324005127,1.1147990226745605,3.793497085571289,20.967741012573242,-17.174243927001953
0,75,1,-8.140456199645996,-8.180707931518555,0.040251731872558594,43.24896240234375,41.53645706176758,1.7125053405761719,-37.1699333190918,-18.646116256713867,-18.52381706237793,-77.67610931396484,100.0,-177.67610931396484,-5.241780757904053,-6.471306324005127,1.2295255661010742,3.638387680053711,20.89093780517578,-17.25255012512207
0,76,1,-8.081459999084473,-8.131868362426758,0.050408363342285156,43.75489044189453,41.53645706176758,2.218433380126953,-39.06132507324219,-20.942882537841797,-18.11844253540039,-78.85075378417969,100.0,-178.8507537841797,-5.085409164428711,-6.471306324005127,1.385897159576416,3.5206832885742188,20.967741012573242,-17.447057723999023
0,77,1,-8.200920104980469,-8.131868362426758,-0.06905174255371094,43.65760803222656,41.53645706176758,2.1211509704589844,-40.494354248046875,-23.42097282409668,-17.073381423950195,-78.91142272949219,100.0,-178.9114227294922,-5.1309003829956055,-6.373626232147217,1.2427258491516113,3.905933380126953,20.967741012573242,-17.06180763244629
0,78,1,-8.106193542480469,-8.131868362426758,0.025674819946289062,43.997825622558594,41.53645706176758,2.4613685607910156,-41.85584259033203,-25.959505081176758,-15.896337509155273,-79.48686981201172,100.0,-179.48686981201172,-5.046942710876465,-6.1782660484313965,1.1313233375549316,3.7047367095947266,20.967741012573242,-17.263004302978516
0,79,1,-8.019001960754395,-8.131868362426758,0.11286640167236328,44.977638244628906,41.53645706176758,3.441181182861328,-43.103759765625,-28.074947357177734,-15.028812408447266,-79.54190826416016,100.0,-179.54190826416016,-5.045481204986572,-5.982905864715576,0.9374246597290039,3.6559925079345703,20.967741012573242,-17.311748504638672
0,80,1,-8.104195594787598,-8.131868362426758,0.027672767639160156,46.01148986816406,41.66666793823242,4.344821929931641,-44.174171447753906,-30.069507598876953,-14.104663848876953,-79.60039520263672,100.0,-179.60039520263672,-5.052063941955566,-5.787545680999756,0.7354817390441895,4.1937408447265625,20.967741012573242,-16.77400016784668
0,81,1,-8.064788818359375,-8.131868362426758,0.06707954406738281,48.34233093261719,42.05729293823242,6.285037994384766,-45.56304168701172,-31.701419830322266,-13.861621856689453,-79.28386688232422,100.0,-179.28386688232422,-4.94685173034668,-5.689865589141846,0.743013858795166,3.8854541778564453,20.967741012573242,-17.082286834716797
0,82,1,-7.996459007263184,-8.131868362426758,0.13540935516357422,49.41133499145508,42.70833206176758,6.7030029296875,-46.33483123779297,-32.789363861083984,-13.545467376708984,-78.83808898925781,100.0,-178.8380889892578,-4.886785507202148,-5.641025543212891,0.7542400360107422,3.9300613403320312,20.967741012573242,-17.03767967224121
0,83,1,-7.997183799743652,-8.131868362426758,0.13468456268310547,50.98335266113281,44.140625,6.8427276611328125,-47.01142883300781,-33.75642013549805,-13.255008697509766,-78.45653533935547,100.0,-178.45653533935547,-4.905379295349121,-5.5433454513549805,0.6379661560058594,3.7707672119140625,20.967741012573242,-17.19697380065918
