condition,condition_root,episode,episode_idx,save_idx,raw_chunk_id,filename,path,metadata_intervention,task,has_action,num_action_dims,num_obs_dims
low,debug_runs/20260529_112911_low,episode_000002,2,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000002,2,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000002,2,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000002/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000003,3,0,0,debug_chunk_rawid_0_000_observation_frame.pt,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_0_000_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000003,3,1,1,debug_chunk_rawid_1_001_observation_frame.pt,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_1_001_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000003,3,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000003,3,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000003,3,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000003/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000004,4,0,0,debug_chunk_rawid_0_000_observation_frame.pt,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_0_000_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000004,4,1,1,debug_chunk_rawid_1_001_observation_frame.pt,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_1_001_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000004,4,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000004,4,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000004,4,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000004/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000005,5,0,0,debug_chunk_rawid_0_000_observation_frame.pt,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_0_000_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000005,5,1,1,debug_chunk_rawid_1_001_observation_frame.pt,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_1_001_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000005,5,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000005,5,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000005,5,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000005/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000006,6,0,0,debug_chunk_rawid_0_000_observation_frame.pt,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_0_000_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000006,6,1,1,debug_chunk_rawid_1_001_observation_frame.pt,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_1_001_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000006,6,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000006,6,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000006,6,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000006/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000007,7,0,0,debug_chunk_rawid_0_000_observation_frame.pt,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_0_000_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000007,7,1,1,debug_chunk_rawid_1_001_observation_frame.pt,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_1_001_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000007,7,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000007,7,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000007,7,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000007/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000008,8,0,0,debug_chunk_rawid_0_000_observation_frame.pt,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_0_000_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000008,8,1,1,debug_chunk_rawid_1_001_observation_frame.pt,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_1_001_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000008,8,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000008,8,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000008,8,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000008/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000009,9,0,0,debug_chunk_rawid_0_000_observation_frame.pt,debug_runs/20260529_112911_low/episode_000009/debug_chunk_rawid_0_000_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000009,9,1,1,debug_chunk_rawid_1_001_observation_frame.pt,debug_runs/20260529_112911_low/episode_000009/debug_chunk_rawid_1_001_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000009,9,2,2,debug_chunk_rawid_2_002_observation_frame.pt,debug_runs/20260529_112911_low/episode_000009/debug_chunk_rawid_2_002_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000009,9,3,3,debug_chunk_rawid_3_003_observation_frame.pt,debug_runs/20260529_112911_low/episode_000009/debug_chunk_rawid_3_003_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
low,debug_runs/20260529_112911_low,episode_000009,9,4,4,debug_chunk_rawid_4_004_observation_frame.pt,debug_runs/20260529_112911_low/episode_000009/debug_chunk_rawid_4_004_observation_frame.pt,low,Put the red cube in the box.,True,6,2310
